input_usi	input_name	input_structure	input_partial_structure	input_molecule_origin	input_original_molecule_name	input_original_molecule_structure	input_microbe_ncbi	input_microbe_name	input_microbe_DNARNA	input_microbial_community	input_microbial_community_description	input_biosynthesis_mibig	input_biosynthesis_genes	input_biosynthesis_description	input_source	input_activity	input_concentration_activity	input_phenotype_associated	input_phenotype_direction	input_concentration_phenotype	input_references	input_references_link	grant_agency	grant_number	input_comment	task	user	database_id	input_confirmation	input_confirmation_description	createtime	inchikey	compound_inchikey	npatlas_url
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006508756	L-Stachydrine; Proline betaine	C[N+]1(C)CCC[C@H]1C([O-])=O		Diet											Diet						35533898				Biomarker based on literature search for: (fermented rice)	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-c3207cd8-8c1f-443c-89e7-bf95de6e33c9	Not applicable		2025-01-30T23:18:45.515791	CMUNUTVVOOHQPW-LURJTMIESA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012305154	Lactitol	OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO		Diet											Diet						28710145				"Biomarker based on literature search for: (Hard and soft candies, ice cream, chocolate, and some baked goods (cookies and cakes)); Found in foodMASST for: (complex,almond, white peach, lemon grass)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-e8d5477b-6fb2-4acd-825d-54c70c00da82	Not applicable		2025-01-30T22:13:56.170706	VQHSOMBJVWLPSR-JVCRWLNRSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006684435	Lactose	OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O		Diet; Host											Diet; Host						33723582				Biomarker based on literature search for: (milk and fermented milk product)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-e809cc2d-b8ee-4f0f-a47a-2dc13e6c63f0	Not applicable		2025-01-30T22:13:00.065125	GUBGYTABKSRVRQ-DCSYEGIMSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006676897	lauric acid	CCCCCCCCCCCC(O)=O		Diet; Unknown/Undefined; Host											Diet; Microbial; Host						33348586				"Biomarker based on literature search for: (coconut oil); Found in foodMASST for: (complex, fruit, grape, corn,carrot, plant, potato, butter, grain/grass, black bean)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-bdc2302f-7a61-4a52-9f81-0b32f0a124b6	Not applicable		2025-01-30T22:20:23.881382	POULHZVOKOAJMA-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000426459	leucine	CC(C)C[C@H](N)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"			1718; 562	Corynebacterium glutamicum; Escherichia Coli							Diet; Microbial						33585538; 29089597				"Biomarker based on literature search for: (baked ham, pork sausage, fish); Found in foodMASST for: (plant,cucumber)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-522d50a8-88cf-4ea2-ab09-8127fecdaff6	Not applicable		2025-01-30T23:27:33.081920	ROHFNLRQFUQHCH-YFKPBYRVSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006674847	Linalool	CC(C)=CCCC(C)(O)C=C		Diet; Unknown/Undefined											Diet; Microbial						39098193; 33597725				Biomarker based on literature search for: (strawberries)	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-b7013cbc-bde3-40aa-810c-6740c5cb8b3d	Not applicable		2025-01-31T00:29:17.729549	CDOSHBSSFJOMGT-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005733926	Linoleic acid	CCCCC/C=C\C\C=C/CCCCCCCC(O)=O		Diet; Unknown/Undefined											Diet; Microbial						32020162				"Biomarker based on literature search for: (vegetable oil, nut); Found in foodMASST for: (amaranth, fuerte avocado, anise, trout, gill, black olive, mouse tail, tomato, chantrelle mushroom, red meat, organ, cheese, washed cheese, dubliner cheese, salami, giant meal worm, napa cabbage, olive, brown rice, sunflower seed, carrot, sesame oil, beef shank, vegetable/herb, pumpkin, bacon, horse, chili pepper, bull, lizard body, apple, bamboo shoot, shrimp, short grain brown rice, garlic powder, middle meat, herb/spice, cheddar cheese, poppy seed, cowpea, eye, pepper, red meat with fat, grain_fermented, lima bean, black bean, walnut, white meat, pine nut, shoulder roast, chia, red chili pepper, dark red, egg_quail, lean, cherry tomato, fatty light meat, pink fat, peanut, green bean, fruit, saurkraut, animal, turkey breast, cucumber, meat, hemp seed, asparagus, plant, quinoa, barley, fins, worm, pumpkin blossom, midsection, duck, cricket, cream, chickpea, raclette cheese, macadamia, pinto bean, ground bison, lizard arm, cardamom, guada hervida, beef, mixed meat, pecorino cheese, fatty meat, cicerchia, pecan, fin, frisee lettuce, coconut, lentil, yellow/brown meat, pork shoulder, cocoa seed, cabbage, head, cashew, butterfish, avocado, durum wheat semolina, heart, wheat bran, pearled farro, ostrich jerkey, complex, hulled millet, corn, blue cheese, meat and skin, turkey dark meat, adzuki bean, green olive, potato, white sesame seed, banana, midsection dark meat, spinach, grain/grass, red lentil, oat, onion, coffee, smoked paprika, white bean, red rice, artichoke, brown meat, african catfish, fleshy fruit, beef fat, not collected, prosciutto, mouse head, mackerel, blue corn, hass avocado, morel, semolina, dark meat, forbidden rice, goat cheese, pig back,pork end cut, bloomy cheese, veal, herring, common bean, white rice, shiitake mushroom, langostino, oregano, chicken, cranberry bean, ham, rolled oats, pork, parmesan cheese, flower, long grain white rice, salmon, pork red meat, fava bean, long grain brown rice, turkey inner meat, mouse, night crawler, soybean, yogurt_cow, turkey, sesame seed, grapefruit, jack cheese, black lentil, pork cheek, grape, farro, kalamata, corn husk, black mission fig, oyster mushroom, betel nut, black mung bean, lettuce, chuck roast, satsuma mandarin, brown flaxseed, gouda cheese, beef short rib, wheat, milk_goat, egg_chicken)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-d6c6ea5d-f0e1-45ec-9adc-c05c934c631a	Not applicable		2025-01-30T22:20:27.339027	OYHQOLUKZRVURQ-HZJYTTRNSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000211448	Lutein	CC(=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C[C@@H](O)CC1(C)C)/C=C/C=C(C)/C=C/[C@H]2C(=C[C@H](O)CC2(C)C)C		Diet											Diet						26541886				Biomarker based on literature search for: (green leafy vegetables and orange)	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-c6cd5754-6245-4611-866d-5ee08ee8ab8b	Not applicable		2025-01-31T00:30:06.850791	KBPHJBAIARWVSC-RGZFRNHPSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006381569	Luteolin	Oc1cc(O)c2C(=O)C=C(Oc2c1)c3ccc(O)c(O)c3		Diet											Diet						33522240				"Biomarker based on literature search for: (broccoli, peppers, carrot, spinach); Found in foodMASST for: (anise, orange leaf, kombucha, black olive, tomato, washed cheese, strawberry, salami, orange thyme, cacoa, french green, sparkling water, olive, honey, carrot, cloves, cabernet sauvignon, vanilla bean, rosemary, vegetable/herb, lavender, quince, mandarin, juniper berry, White tea, navel orange, basil, Black tea, herb/spice, carrot greens, Flavored Black tea, lemon grass, red, meat_undetermined, merlot, pepper, black bean, african blue basil, purple basil, peanut, green bean, yerba mate, fruit, animal, collard greens, cucumber, meat, bergamot, plant, quinoa, salt,artichoke, red romaine lettuce, manzanilla olive, chocolate mint, duck, Rooibos, chickpea, pinto bean, Pu'er tea, blueberry, nasturtium flower, cauliflower, orange, leek, lentil, sumac, bean, cabbage, greek basil, filet, mint mojito, complex, Oolong tea, green olive, cherry, eggplant, mineola orange, Green tea, grain/grass, red lentil, onion, thyme, smoked paprika, blood orange, artichoke, fleshy fruit, bok choy, not collected, marjoram, sage, miyaki mushroom, garlic, turkey outer surface, steak, shiitake mushroom, oregano, jicama, chicken, tuna, pork, hemp, salmon, soybean, turkey, grapefruit, supplement, hearts of palm, black lentil, grape, kalamata, black mung bean, green mung bean, lettuce, rice, satsuma mandarin, honey_clover, gouda cheese, octopus, heirloom lettuce, kumquat, white onion)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-08efd582-d0d7-4bfb-9787-b6d778e9cf88	Not applicable		2025-01-31T00:22:29.897401	IQPNAANSBPBGFQ-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005777291	Lycopene	CC(C)=CCC\C(C)=C\C=C\C(C)=C\C=C\C(C)=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C=C(C)\CCC=C(C)C		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"											Diet; Microbial						34840666; 8578971				"Biomarker based on literature search for: (tomatoes, pink guavas, apricots, watermelons, and pink grapefruits)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-88c7a50c-615e-48b6-955a-d758c20320eb	Not applicable		2025-01-31T00:30:10.597700	OAIJSZIZWZSQBC-GYZMGTAESA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006678708	lysine	NCCCC[C@H](N)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"			562; 1718	Escherichia coli;Corynebacterium Glutamicum							Diet; Microbial						25830085; 29089597				"Biomarker based on literature search for: (pork, poultry chicken); Found in foodMASST for: (broccoli, bloomy cheese, cheddar cheese, galia, herring, iceberg lettuce, oregano,dubliner cheese, wine cheese, radish, red cabbage, chicken, yeast, ham, parmesan cheese, pork, ginger, tomato, cantelope melon, bean, pine nut, cheese, avocado, washed cheese, strawberry, dubliner cheese, purple carrot, cherry tomato, soybean, durum wheat, mustard greens, white carrot, turkey, carrot, winter onion, stilton cheese, complex, fruit, egg_chicken, white asparagus, corn, blue cheese, cucumber, kohlrabi, green bell pepper, potato, plant, side muscle, spinach, apple_cider, heirloom tomato, midsection, vegetable, horse, raclette cheese, lettuce, bok choy, tough meat, ground bison, gouda cheese, crimini mushroom, mackerel, chive blossom, blueberry, beef, celery, pecorino cheese, grape tomato, white onion, honeydew melon, spleen, blenham apricot)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-7ff17390-1396-4fe7-9d11-056ddde3f1cc	Not applicable		2025-01-30T23:27:39.952927	KDXKERNSBIXSRK-YFKPBYRVSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006355601	malic acid	OC(CC(O)=O)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"											Diet; Microbial; Host							https://www.sciencedirect.com/science/article/pii/S0924224421006725			Biomarker based on literature search for: (broccoli)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-f0bd1eee-bbfe-4aec-91ec-e8b5ecb73177	Not applicable		2025-01-30T22:20:32.013071	BJEPYKJPYRNKOW-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012328671	Maltitol	OC[C@H](O)[C@@H](O)[C@H](O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H](O)CO		Diet											Diet						28710145				"Biomarker based on literature search for: (Hard candies, chewing gum, chocolates, baked goods, and ice cream); Found in foodMASST for: (complex, almond, strawberry, oyster mushroom, plant, lemon grass, wonderberry,Green tea, soybean, wild rice)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-9e2cc64c-36fb-497d-8867-50c061cd50d9	Not applicable		2025-01-30T22:13:58.804896	VQHSOMBJVWLPSR-WUJBLJFYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000210384	Malvidin-3-O-galactoside	[Cl-].COc1cc(cc(OC)c1O)c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O		Diet											Diet						33946926				Biomarker based on literature search for: (berries)	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-07711819-72eb-4df0-9b03-3b83f6a4de5d	Not applicable		2025-01-31T00:16:49.774829	YDIKCZBMBPOGFT-PWUSVEHZSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012468813	mannitol	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"											Diet; Microbial						30519365; 36736865				"Biomarker based on literature search for: (apple,pear); Found in foodMASST for: (orange bell pepper, fuerte avocado, iceberg lettuce, mouse skin, center meat, feta cheese, rabbit ear, red garlic, egg_poultry, trout, liver, young sweet corn, kombucha, orange leaf, gut loaded, mouse tail, tomato, havarti cheese, chantrelle mushroom, red meat, organ, american cheese, cheese, washed cheese, strawberry, dubliner cheese, salami, giant meal worm, yellow cherry tomato, olive, honey, egg_salmon, carrot, green pepper, parsley, cabernet sauvignon, sunchoke, intestines, vegetable/herb, lavender, pylo_cec, tomato paste, quince, red bell pepper, plum, sardine, meal worm, berry, lizard body, apple, White tea, chicken thigh, shrimp, lemon, cilantro, watermelon, spleen, mouse intestines, Black tea, herb/spice, nutmeg, cheddar cheese, Flavored Black tea, cowpea, lemon grass, red, eye, 7iyn, grain_fermented, black bean, styrian golding hops, strawberry jam, pine nut, chia, red chili pepper, caper, provolone, egg_quail, cherry tomato, beer, gut, peanut, green bean, apricot, king oyster mushroom, fruit, brown sea vegetable, animal, cucumber, meat, sweet corn, wax worm, plant, quinoa, mouse skin and fur, apple_cider, salt, cactus, dill, vein/blood, red raspberry, fins, kelp, ripe black fine truffle, chocolate mint, worm, butter, almond, cricket, vegetable, silkworm, green onion, chickpea, taro, tomme brulee cheese, raclette cheese, macadamia, sarro di bufala cheese, pinot noir, cardamom, betel nut leaf, blueberry, beef, pecorino cheese, anchovy, chicken liver, hay, potato chip, fin, white mushroom, maitake mushroom, orange, coconut, red onion, lentil, yeast, sumac, cocoa seed, cabbage, chicken dark meat, barlett pear, white peach, truffle hooked, head, skin, marigold, butterfish, avocado, winter onion, complex, d anjou pear, green tomato, corn, blue cheese, Oolong tea, adzuki bean, asian pear,apricot, potato, side muscle, cherry, eggplant, spinach, Green tea, green grape, grain/grass, coffee, thyme, smoked paprika, blood orange, squid, onion, fleshy fruit, bok choy, saigon cinnamon, wheat beer, not collected, beef fat, mouse head, mackerel, pear, crimini mushroom, miyaki mushroom, sage, garlic, natural cheese, dill flower, brussel sprout, borage leaf, manchego cheese, broccoli, bloomy cheese, herring, fig, langostino, fish_saltwater, oregano, jicama, ice cream, dragonfruit, Jerusalem artichoke, chicken, parmesan cheese, Iberico cheese, ginger, arugula, smelt, salmon, pork red meat, fava bean, boschetto cheese, pelvic fins, zucchini, mouse, night crawler, soybean, white carrot, yogurt_cow, turkey, grapefruit, flesh, insect, grape, corn husk, oyster mushroom, lime leaf, dig, sweet potato, yellow cassava, lettuce, gouda cheese, celery, mouse feet, silversides, white onion, egg_chicken, mushroom)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-58cc2e29-6f2f-451e-8e60-4c5021a9e480	Not applicable		2025-01-30T22:13:00.097502	FBPFZTCFMRRESA-KVTDHHQDSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005744609	Maslinic acid	CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O		Diet											Diet						29029746				"Biomarker based on literature search for: (olive oil); Found in foodMASST for: (white mushroom, frisee lettuce, oregano, black olive, cranberry, flower, strawberry jam, barlett pear, white peach, greek basil, cheese, strawberry, red beet, orange thyme, purple basil, olive, blackberry, apricot, mint mojito, turkey, complex, fruit, cloves, pineapple sage, kalamata, vegetable/herb, green olive, jalapeno pepper, rosemary, fuyu persimmon, plant, potato, asian pear, lavender, cherry, quince, lapacho bark,chocolate mint, heirloom tomato, Green tea, plum, red raspberry, grain/grass, manzanilla olive, pomegranate, red lentil, thyme, chocolate mint, vegetable, fleshy fruit, raspberry, apple, sage, White tea, blueberry, strawberry guava, basil, donut peach, herb/spice)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-f5c9d6ff-60db-45c5-bc15-e9e077c4eb93	Not applicable		2025-01-31T00:27:11.256094	MDZKJHQSJHYOHJ-LLICELPBSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005768296	Matairesinol	COc1cc(C[C@@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)Cc4ccc(O)c(OC)c4)ccc1O		Diet											Diet						20883417				"Biomarker based on literature search for: (flax, oats, pineapple, rye); Found in foodMASST for: (red, kombucha, ginger, tomato, zinfindel, avocado, cherry tomato, sesame seed, carrot, white wine, sesame oil,juniper berry, cabernet sauvignon, complex, Oolong tea, plant, lapacho bark, green grape, Green tea, juniper berry, petit sirah, sweet potato, Frederick passion fruit, chickpea, fleshy fruit, pinot noir, wheat, blueberry, acai, timothy grass)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-c5d266c0-9423-4017-9556-24b5a33168b7	Not applicable		2025-01-31T00:25:14.434334	SBVBJPHMDABKJV-PGCJWIIOSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000216082	methionine	CSCC[C@H](N)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"			562; 1719	Escherichia coli;Corynebacterium Glutamicum							Diet; Microbial						29089597	https://www.sciencedirect.com/science/article/abs/pii/S0924224424002085			"Biomarker based on literature search for: (nuts, cereals, legumes, vegetables, and fruits); Found in foodMASST for: (elk loin, liver, wine cheese, havarti cheese, formula, organ, cheese, washed cheese, strawberry, dubliner cheese, salami, carrot, intestines, pylo_cec, apple, shrimp, spleen, watermelon, cheddar cheese, pepper, 7iyn, pine nut, provolone, egg_quail, cherry tomato, eye lens, apricot, fruit, animal, cucumber, meat, plant, petit basque cheese, apple_cider, pomegranate, worm, taro, almond, cricket, silkworm, raclette cheese, green chili pepper, tomme brulee cheese, anchovy, beef, pecorino cheese, red onion, cantelope melon, bean, cashew, ostrich jerkey, complex, corn, blue cheese, midnight moon cheese, potato, anchovy extract, grain/grass, onion, african catfish, not collected, prosciutto, mackerel, manchego cheese, bloomy cheese, chicken, ham, parmesan cheese, pork, flower, ginger, Iberico cheese, mashed potato, salmon, boschetto cheese, night crawler, soybean,jack cheese, turkey, supplement, stilton cheese, jack cheese, dig, sweet potato, rice, gouda cheese, egg_chicken)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-668e9e29-3144-4c1f-ab1a-4c837ebcd935	Not applicable		2025-01-30T23:27:43.088897	FFEARJCKVFRZRR-BYPYZUCNSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012360624	Methionine sulfoxide	C[S](=O)CC[C@H](N)C(O)=O		Diet; Unknown/Undefined											Diet; Microbial						31334650				"Biomarker based on literature search for: (milk); Found in foodMASST for: (silkworm, silkworm)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-6e9c9cc7-839a-4b48-976b-ace6a1b9d944	Not applicable		2025-01-30T23:28:24.350052	QEFRNWWLZKMPFJ-YGVKFDHGSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000079442	Methyleugenol	COc1ccc(CC=C)cc1OC		Diet											Diet							https://onlinelibrary.wiley.com/doi/abs/10.1002/ffj.2067			"Biomarker based on literature search for: (vegetable oil (calamus, rosewood, elemi, ylang ylang, cymbopogon)); Found in foodMASST for: (coffee, zinfindel, orange, red, timothy grass, clementine)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-659ed82a-3f29-473a-a1b9-e3345e1eef35	Not applicable		2025-01-31T00:20:36.287404	ZYEMGPIYFIJGTP-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012323829	Mogroside V	C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C(C)(C)O)[C@H]4CC[C@@]5(C)[C@@H]6CC=C7[C@@H](CC[C@H](O[C@@H]8O[C@H](CO[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@@H](O)[C@H](O)[C@H]8O)C7(C)C)[C@]6(C)[C@H](O)C[C@]45C		Diet											Diet						36805532				"Biomarker based on literature search for: (cucumber, monk fruit)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-2512c5c6-d3e7-442f-88c8-71f865799e79	Not applicable		2025-01-31T00:26:59.264974	GHBNZZJYBXQAHG-KUVSNLSMSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000216660	N-Acetylornithine	CC(=O)N[C@@H](CCCN)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"											Diet; Microbial; Host						37227188				"Biomarker based on literature search for: (milk); Found in foodMASST for: (orange bell pepper, mouse skin, rabbit ear, red garlic, trout, kale, tentacle, kombucha, gut loaded, sauvignon blanc, organ, dubliner cheese, giant meal worm, vegetable_undetermined, carrot, white wine, globe artichoke, egg_chicken, sunchoke, vegetable/herb, kohlrabi, mouse body, red bell pepper, mandarin, sardine, meal worm, green lentil, berry, shrimp, navel orange, chicken thigh, lemon, spleen, watermelon, mouse intestines, basil, garlic powder, herb/spice, carrot greens, cheddar cheese, cowpea, red grape, grain_fermented, brut, black bean, styrian golding hops, walnut, pine nut, egg_quail, beer, cherry tomato, peanut, king oyster mushroom, fruit, collard greens, cucumber, meat, red radish, asparagus, plant, quinoa, english pea, scallop, ripe black fine truffle, worm, almond, cricket, white, chickpea, vegetable, white skin, blueberry, beef, pecorino cheese, orange, coconut,dubliner cheese, red onion, lentil, bean, cabbage, greek basil, midsection skin, lime, papaya, winter onion, complex, blue cheese, rat skin and fur, potato, clementine, red wine, mineola orange, Green tea, green grape, red lentil, onion, white bean, blood orange, squid, european soldier bean, fleshy fruit, bok choy, not collected, prosciutto, mackerel, garlic, brussel sprout, broccoli, langostino, Jerusalem artichoke, mid portion meat, chicken, ham, parmesan cheese, ginger, arugula, fava bean, soybean, grapefruit, supplement, garbanzo bean, flesh, black lentil, pea, grape, oyster mushroom, black mung bean, pomelo, lettuce, rice, mouse feet, kumquat, white onion, white garlic, mushroom)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-c946cc63-4fb7-4662-80e1-5e0164c24e89	Not applicable		2025-01-30T23:32:03.661956	JRLGPAXAGHMNOL-LURJTMIESA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005788024	N-Lactoyl phenylalanine	C[C@H](O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O		Diet; Microbial metabolism of host-derived molecules; Host			1587;47715	Lactobacillus helveticu; Lactobacillus rhamnosus 							Diet; Microbial; Host						38499766;23664262				Biomarker based on literature search for: (soy product)	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-86617771-3719-4a1e-b7fe-700e6d4fc1f7	Not applicable		2025-01-30T23:28:27.688924	IIRJJZHHNGABMQ-WPRPVWTQSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012126668	N-Oleoyl-L-Serine	CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CO)C(O)=O		Diet; Microbial metabolism of food molecules; Host			853	Faecalibacterium prausnitzii Bg7063							Diet; Microbial; Host						30519365; 39446943; 20876113				"Biomarker based on literature search for: (olive oil, nuts, seeds, avocado, meat, dairy products); Found in foodMASST for: (fruit, not collected, prosciutto, orange, soybean,grasshopper, grapefruit)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-5e8538a5-d43c-4b11-b434-e59df3964e4f	Confirmed		2025-01-30T22:21:46.085622	MBDKGXAMSZIDKF-VJIACCKLSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012336305	N-Oleoylethanolamine	CCCCCCCC\C=C/CCCCCCCC(=O)NCCO		Diet; Host											Diet; Host						36733808; 24039616				"Biomarker based on literature search for: (Olive oil,nuts,seeds); Found in foodMASST for: (complex, steel-cut oats, plant, cacoa, peanut, soybean,herb/spice, grain/grass, long grain white rice)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-48997547-e555-4ee8-8261-3dbaac278593	Not applicable		2025-01-30T22:21:38.496491	BOWVQLFMWHZBEF-KTKRTIGZSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135757	N-Oleoylglycine	CCCCCCCC\C=C/CCCCCCCC(=O)NCC(O)=O		Diet; Microbial metabolism of food molecules; Host			471870	Bacteroides intestinalis DSM 17393							Diet; Microbial; Host						37735539; 19647113; 39362066				"Biomarker based on literature search for: (olive oil, nuts, seeds, avocados, meat); Found in foodMASST for: (complex, cricket,beef, beef, turkey)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-ff80e64a-f7ad-409d-9030-e5cb31520809	Confirmed		2025-01-30T22:21:42.767416	HPFXACZRFJDURI-KTKRTIGZSA-N		No NPAtlas
