FEATURE_ID,NAME_USED,SYNONYMS,INCHIKEY,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
2545,Conteltinib,"('Conteltinib', 'Conteltinib [inn]', 'Ex-a5571', 'Example 96 [wo2012092880]', 'Benzenesulfonamide, 2-((6,7-dihydro-2-((2-methoxy-4-(4-(4-methyl-1-piperazinyl)-1-piperidinyl)phenyl)amino)-5h-pyrrolo(2,3-d)pyrimidin-4-yl)amino)-n-(1-methylethyl)-')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2546,Dicrotalic acid,"('Meglutol', 'Dicrotalic acid', 'Lipoglutaren', 'Medroglutaric acid', 'Pentanedioic acid, 3-hydroxy-3-methyl-')",,,,"['MEDICAL', 'FOOD']",['INFO'],"['MEDICAL', 'FOOD']",['INFO']
2547,Vabicaserin,"('Vabicaserin hydrochloride', 'Vabicaserin', 'Vabicaserin [inn]', 'Cyclopenta(4,5)pyrido(3,2,1-jk)(1,4)benzodiazepine, 4,5,6,7,9,9a,10,11,12,12a-decahydro-, (9ar,12as)-rel-', '(9ar*,12as*)-4,5,6,7,9,9a,10,11,12,12a-decahydrocyclopenta(4,5)pyrido(3,2,1-jk)(1,4)benzodiazepine')",NPTIPEQJIDTVKR-STQMWFEESA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2548,Amidate,"('Etomidate', 'R 16659', 'Hypnomidate', 'Amidate', 'Etomidato')",NPUKDXXFDDZOKR-LLVKDONJSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2549,Viramune,"('Nevirapine', 'Bi-rg 587', 'Viramune', 'Bi-rg-587', 'Nevirapine anhydrous')",NQDJXKOVJZTUJA-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2550,Otilonium,"('Otilonium (bromide)', 'Octylonium bromide', 'Octylonium', 'Otilonium ion', 'Otilonium')",NQHNLNLJPDMBFN-UHFFFAOYSA-O,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2551,Halicin,"('Su 3327', 'Halicin', 'Compound 9 [pmid: 19271755]')",NQQBNZBOOHHVQP-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2552,(aminooxy)acetic acid,"('Aminooxyacetic acid hemihydrochloride', 'Carboxymethoxylamine hemihydrochloride', 'Aminooxyacetic acid', '(aminooxy)acetic acid', 'Aminooxy-acetic acid')",,,,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
2553,Citiolone,"('Citiolone', 'Citiolase', 'Thioxidrene', 'Ahctl', 'Achtl')",NRFJZTXWLKPZAV-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2554,Vehem,"('Teniposide', 'Vumon', 'Vehem', 'Teniposidum', 'Teniposido')",NRUKOCRGYNPUPR-QBPJDGROSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2555,Thiostrepton,"('Thiostrepton',)",NSFFHOGKXHRQEW-HYHNWAPVSA-N,[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
2556,Ribostamycin,"('Ribostamycin (sulfate)', 'Vistamycin (sulfate)', 'Ribostamycin', 'Vistamycin', 'Hetangmycin')",NSKGQURZWSPSBC-VVPCINPTSA-N,[],,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL']
2557,Tazverik,"('Tazemetostat', ""N-((4,6-dimethyl-2-oxo-1,2-dihydropyridin-3-yl)methyl)-5-(ethyl(tetrahydro-2h-pyran-4-yl)amino)-4-methyl-4'-(morpholinomethyl)-[1,1'-biphenyl]-3-carboxamide"", 'Tazemetostat (epz-6438)', 'N-[(4,6-dimethyl-2-oxo-1h-pyridin-3-yl)methyl]-3-[ethyl(oxan-4-yl)amino]-2-methyl-5-[4-(morpholin-4-ylmethyl)phenyl]benzamide', 'Tazverik')",NSQSAUGJQHDYNO-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2558,Carbetocin,"('Carbetocin', 'Carbetocino', 'Carbetocinum', 'Carbetocinum [inn-latin]', 'Carbetocino [inn-spanish]')",NSTRIRCPWQHTIA-DTRKZRJBSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2559,Efonidipine,"('Efonidipine (hydrochloride monoethanolate)', 'Efonidipine', 'Efonidipine [inn]', 'Efonidipine (inn)', '( inverted exclamation marka)-2-[benzyl (phenyl) amino] ethyl 1,4-dihydro-2,6- dimethyl-5-(5,5-dimethyl-2-oxo-1,3,2-dioxaphosphorinan-2-yl)-4-(3-nitrophenyl)-3-pyridinecarboxylate hydrochloride ethano')",NSVFSAJIGAJDMR-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2560,Eryped,"('Erythromycin ethylsuccinate', 'Erythromycin ethyl succinate', 'Pediamycin', 'Eryped', 'Wyamycin e')",NSYZCCDSJNWWJL-YXOIYICCSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2561,Ramosetron,"('Ramosetron (hydrochloride)', 'Ramosetron', 'Ramosetron [inn]', '(1-methylindol-3-yl)-[(5r)-4,5,6,7-tetrahydro-3h-benzimidazol-5-yl]methanone', 'Ramosetron (inn)')",NTHPAPBPFQJABD-LLVKDONJSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2562,Exypaque,"('Iohexol', 'Omnipaque', 'Nycodenz', 'Exypaque', 'Iohexolum')",NTHXOOBQLCIOLC-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2563,Deniban,"('Amisulpride', 'Solian', 'Aminosultopride', 'Deniban', 'Amisulprida')",NTJOBXMMWNYJFB-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2564,Targinine,"('Nmma (acetate)', 'Tilarginine (acetate)', 'Methylarginine (acetate)', 'Tilarginine', 'Targinine')",NTNWOCRCBQPEKQ-YFKPBYRVSA-N,[],,['INFO'],['INFO'],['INFO'],['INFO']
2565,Theramine,"('Histamine', 'Ergamine', 'Ergotidine', 'Eramin', 'Theramine')",NTYJJOPFIAHURM-UHFFFAOYSA-N,[],,"['MEDICAL', 'FOOD']",['INFO'],"['MEDICAL', 'FOOD']",['INFO']
2566,Allantoic acid,"('Allantoic acid', 'Diureidoacetic acid', 'Acetic acid, bis[(aminocarbonyl)amino]-', 'Allantoicacid', 'Diureidoacetic  acid')",,,,['INFO'],['INFO'],['INFO'],['INFO']
2567,Etilevodopa,"('Etilevodopa (hydrochloride)', 'Dopa ethyl ester (hydrochloride)', 'Levodopa ethyl ester (hydrochloride)', 'Etilevodopa', 'Dopa ethyl ester')",,,,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2568,Ethyl p-hydroxybenzoate,"('Ethylparaben', 'Ethyl parahydroxybenzoate', 'Ethyl 4-hydroxybenzoate', 'Ethyl paraben', 'Ethyl p-hydroxybenzoate')",,,,"['FOOD', 'PERSONAL CARE']","['PERSONAL CARE', 'FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']"
2569,Anthralin,"('Dithranol', 'Anthralin', 'Cignolin', 'Chrysodermol', 'Cigthranol')",NUZWLKWWNNJHPT-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2570,Deacetoxycephalosporanic acid,"('(6r,7r)-7-amino-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid', 'Cefalexine ep impurity b', 'Cephalexin impurity b', 'Ec 244-870-1', 'Deacetoxycephalosporanic acid')",,,,['INFO'],['INFO'],['INFO'],['INFO']
2571,Taprenepag isopropyl,"('Taprenepag isopropyl', 'Taprenepag isopropyl [usan]', 'Isopropyl 2-(3-((n-(4-(1h-pyrazol-1-yl)benzyl)pyridine-3-sulfonamido)methyl)phenoxy)acetate', 'Taprenepag isopropyl (usan)', 'Acetic acid, 2-(3-((((4-(1h-pyrazol-1-yl)phenyl)methyl)(3- pyridinylsulfonyl)amino)methyl)phenoxy)-, 1-methylethyl ester')",NVPXUFQLKWKBHK-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2572,Pp 121,"('Pp 121', 'Kinome_2001', 'Ex-a2139', 'S2622')",NVRXTLZYXZNATH-UHFFFAOYSA-N,[],,['INFO'],['INFO'],['INFO'],['INFO']
2573,Pimitespib,"('Pimitespib', 'Benzamide, 3-ethyl-4-[3-(1-methylethyl)-4-[4-(1-methyl-1h-pyrazol-4-yl)-1h-imidazol-1-yl]-1h-pyrazolo[3,4-b]pyridin-1-yl]-', 'Benzamide, 3-ethyl-4-(3-(1-methylethyl)-4-(4-(1-methyl-1h-pyrazol-4-yl)-1h-imidazol-1-yl)-1h-pyrazolo(3,4-b)pyridin-1-yl)-', 'Tas 116', 'Ex-a2703')",NVVPMZUGELHVMH-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2574,Lappaconitine,"('Lappaconitine', 'Lannaconitine', 'Lappaconitine(p)', '[(1s,2s,3s,4s,5r,6s,8s,9r,13s,16s,17s)-11-ethyl-3,8-dihydroxy-4,6,16-trimethoxy-11-azahexacyclo[7.7.2.12,5.01,10.03,8.013,17]nonadecan-13-yl] 2-acetamidobenzoate')",NWBWCXBPKTTZNQ-BAERZWJTSA-N,[],,['MEDICAL'],['INFO'],"['MEDICAL', 'FOOD']",['MEDICAL']
2575,Kerlone,"('Betaxolol', 'Betaxololum', 'Betoptic', 'Kerlone', 'Betaxololum [inn-latin]')",NWIUTZDMDHAVTP-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2576,Betaxolol,"('Levobetaxolol (hydrochloride)', '(s)-betaxolol hydrochloride', 'Levobetaxolol', '(s)-betaxolol', 'Betaxolol')",NWIUTZDMDHAVTP-KRWDZBQOSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2577,Etofylline,"('Etofylline', 'Aethophyllinum', 'Oxyphylline', 'Cordalin', 'Ascorphylline')",NWPRCRWQMGIBOT-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2578,Mequinol,"('Mequinol', 'P-methoxyphenol', 'P-hydroxyanisole', 'Phenol, 4-methoxy-', 'Leucobasal')",,,,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']"
2579,Furadantoin,"('Nitrofurantoin', 'Furadantin', 'Furadonine', 'Furadantine', 'Furadantoin')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2580,Tosylchloramide,"('Chloramine-t', 'N-chloro-p-toluenesulfonamide', 'N-chloro-4-methylbenzenesulfonamide', 'Tosylchloramide', 'Benzenesulfonamide, n-chloro-4-methyl-')",,,,"['INDUSTRIAL', 'MEDICAL']","['MEDICAL', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']"
2581,Vernine,"('Guanosine', 'Vernine')",,,,['INFO'],['INFO'],"['ENDOGENOUS', 'FOOD']",['INFO']
2582,Dipyrocetyl,"('Dipyrocetyl', 'Dipyrocetylum', 'Benzoic acid, 2,3-bis(acetyloxy)-', 'Movirene', 'Pyrocat')",NYIZXMGNIUSNKL-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2583,Iproniazide,"('Iproniazid', ""N'-isopropylisonicotinohydrazide"", 'Iprazid', 'Marsilid', 'Iproniazide')",NYMGNSNKLVNMIA-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2584,Cardamonin,"('(e)-cardamonin', '(e)-cardamomin', '(e)-alpinetin chalcone', 'Cardamonin', 'Alpinetin chalcone')",NYSZJNUIVUBQMM-BQYQJAHWSA-N,[],,"['FOOD', 'INFO']",['FOOD'],['INFO'],['FOOD']
2585,Xifaxan,"('Rifaximin', 'Rifaxidin', 'Rifacol', 'Xifaxan', 'Rifamycin l 105')",NZCRJKRKKOLAOJ-XRCRFVBUSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2586,Tranilast,"('Tranilast', 'Sb 252218', 'Trans-tranilast', 'Rizaben', 'Tranilastum')",NZHGWWWHIYHZNX-CSKARUKUSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2587,Pitofenone,"('Pitofenone hydrochloride', 'Pitofenone', 'Methyl 2-[4-(2-piperidin-1-ylethoxy)benzoyl]benzoate', 'Pitofenona', 'Pitofenonum')",NZHMAQSCHUSSSJ-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2588,Pimethixene,"('Pimethixene maleate', 'Pimetixene maleate', 'Pimethixene', 'Calmixene', 'Pimethixene [inn]')",NZLVRVYNQYGMAB-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2589,Bethanechol,"('Bethanechol (chloride)', 'Carbamyl-ϲ-methylcholine chloride', 'Bethanechol', 'Carbamyl-beta-methylcholine', 'Amidopropyldimethylbetaine')",NZUPCNDJBJXXRF-UHFFFAOYSA-O,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2590,Methacholine,"('Methacholine (chloride)', 'Acetyl-ϲ-methylcholine chloride', 'Methacholine', 'Acetylmethylcholine', 'Beta-methylacetylcholine')",NZWOPGCLSHLLPA-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2591,Retaspimycin (hydrochloride),"('Retaspimycin (hydrochloride)', 'Retaspimycin', '[(4e,6z,8s,9s,10e,12s,13r,14s,16r)-13,20,22-trihydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3-oxo-19-(prop-2-enylamino)-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18(22),19-hexaen-9-yl] carbamate', '(4e,6z,8s,9s,10e,12s,13r,14s,16r)-19-(allylamino)-13,20,22-trihydroxy-8,14-dimethoxy-4,10,12,16-tetramethyl-3-oxo-2-azabicyclo[16.3.1]docosa-1(22),4,6,10,18,20-hexaen-9-yl carbamate', 'Retaspimycin [usan:inn]')",OAKGNIRUXAZDQF-TXHRRWQRSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2592,Sotrastaurin,"('Sotrastaurin', 'Sotrastaurin (aeb071)', 'Sotrastaurin [usan:inn]', 'Sotrastaurina', 'Sotrastaurine')",OAVGBZOFDPFGPJ-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2593,Deslanoside,"('Deslanoside', 'Deacetyllanatoside c', 'Desacetyllanatoside c', 'Deslanosidum', 'Deslanosido')",OBATZBGFDSVCJD-UHFFFAOYSA-N,[],,"['MEDICAL', 'FOOD']",['MEDICAL'],"['MEDICAL', 'FOOD']",['MEDICAL']
2594,Grazoprevir,"('Grazoprevir', 'Grazoprevir monohydrate', 'Mk 5172', '(1r,18r,20r,24s,27s)-24-tert-butyl-n-[(1r,2s)-1-(cyclopropylsulfonylcarbamoyl)-2-ethenylcyclopropyl]-7-methoxy-22,25-dioxo-2,21-dioxa-4,11,23,26-tetrazapentacyclo[24.2.1.03,12.05,10.018,20]nonacosa-3,5(10),6,8,11-pentaene-27-carboxamide', 'Grazoprevir [inn]')",OBMNJSNZOWALQB-NCQNOWPTSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2595,Carbenoxolone,"('Carbenoxolone (disodium)', 'Carbenoxolone', 'Carbenoxolona', 'Carbenoxolonum', 'Carbenoxolone [inn:ban]')",OBZHEBDUNPOCJG-WBXJDKIVSA-N,[],,"['MEDICAL', 'FOOD']",['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']"
2596,Mycospor,"('Bifonazole', 'Bay h-4502', 'Mycospor', 'Trifonazole', 'Bifonazol')",OCAPBUJLXMYKEJ-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2597,Marimastat,"('Marimastat', 'Bb 2516', 'Marimastat (bb-2516)', ""(2r,3s)-n-[(2s)-3,3-dimethyl-1-(methylamino)-1-oxobutan-2-yl]-n',3-dihydroxy-2-(2-methylpropyl)butanediamide"", '(2r,3s)-n1-((s)-3,3-dimethyl-1-(methylamino)-1-oxobutan-2-yl)-n4,3-dihydroxy-2-isobutylsuccinamide')",OCSMOTCMPXTDND-OUAUKWLOSA-N,[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2598,Delta-tocotrienol,"('δ-tocotrienol', 'Delta-tocotrienol', 'Tocotrienol, delta', '(r)-delta-tocotrienol', '(2r)-2,8-dimethyl-2-[(3e,7e)-4,8,12-trimethyltrideca-3,7,11-trienyl]-3,4-dihydrochromen-6-ol')",,,,"['FOOD', 'INFO']",['FOOD'],"['FOOD', 'MEDICAL']",['FOOD']
2599,Isocitrate,"('Isocitric acid (trisodium salt)', 'Isocitric acid', 'Isocitrate', 'I-cit', 'Pentaric acid, 3-carboxy-2,3-dideoxy-')",,,,"['ENDOGENOUS', 'FOOD', 'MEDICAL']",['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']",['INFO']
2600,Pyroglutamic acid,"('(r)-5-oxopyrrolidine-2-carboxylic acid', 'Pyroglutamic acid', 'Pyr-oh', '(2r)-5-oxopyrrolidine-2-carboxylic acid', 'Proline, 5-oxo-')",,,,"['ENDOGENOUS', 'PERSONAL CARE', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'PERSONAL CARE', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2601,Pidolic acid,"('Metadoxine', 'Pyroglutamic acid', 'Pidolic acid', 'H-pyr-oh', '(2s)-5-oxopyrrolidine-2-carboxylic acid')",LXNHXLLTXMVWPM-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'PERSONAL CARE', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2602,Arginin,"('Arginine', 'H-dl-arg-oh', 'Arginine, free base', 'Arginin', 'Arginine, dl-')",,,,"['FOOD', 'ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']",['INFO']
2603,Arginine,"('Arginine', '(s)-arginine', 'Larginine', 'Arg', '(s)-2-amino-5-guanidinopentanoic acid')",,,,"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']"
2604,(2-hydroxypropyl)-beta-cyclodextrin,"('(2-hydroxypropyl)-beta-cyclodextrin', '(2-hydroxypropyl)-|a-cyclodextrin', 'Beta-cyclodextrin, 2-hydroxypropyl ethers', 'Hydroxypropyl betadex', 'Hydroxypropyl-?-cyclodextrin')",,,,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']"
2605,Trans-doxepin,"('Doxepin (hydrochloride)', 'Doxepin', '(e)-doxepin', 'Trans-doxepin', 'Doxepinum [inn-latin]')",ODQWQRRAPPTVAG-GZTJUZNOSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2606,Hidrasec,"('Racecadotril', 'Acetorphan', 'Benzyl 2-(3-(acetylthio)-2-benzylpropanamido)acetate', 'Hidrasec', 'Racecadotril (acetorphan)')",ODUOJXZPIYUATO-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2607,Helpin,"('Brivudine', 'Bromovinyldeoxyuridine', ""(e)-5-(2-bromovinyl)-2'-deoxyuridine"", 'Brivudin', 'Helpin')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2608,Alpha-methyl-3-phenyl-7-benzofuranacetic acid,"('Furaprofen', 'Enprofen', 'Alpha-methyl-3-phenyl-7-benzofuranacetic acid', 'Furaprofeno', 'Furaprofenum')",,,,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2609,Starsis,"('Nateglinide', 'Senaglinide', 'Starlix', 'Fastic', 'Starsis')",OELFLUMRDSZNSF-OFLPRAFFSA-N,[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2610,Beta carotene,"('β-carotene', 'Provitamin a', 'Beta-carotene', 'Beta carotene', 'Beta,beta-carotene')",,,,"['FOOD', 'MEDICAL', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'MEDICAL', 'INDUSTRIAL']","['FOOD', 'MEDICAL', 'PERSONAL CARE']"
2611,Minoxidil sulfate,"('Minoxidil sulfate', 'Minoxidil sulfate salt', 'Sulfuric acid minoxidil', '(2,6-diamino-4-piperidin-1-ylpyrimidin-1-ium-1-yl) sulfate')",,,,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'PERSONAL CARE']"
2612,Tecadenoson,"('Tecadenoson', '(2r,3s,4r,5r)-2-(hydroxymethyl)-5-[6-[[(3r)-oxolan-3-yl]amino]purin-9-yl]oxolane-3,4-diol', '(2r,3s,4r,5r)-2-(hydroxymethyl)-5-(6-(((r)-tetrahydrofuran-3-yl)amino)-9h-purin-9-yl)tetrahydrofuran-3,4-diol', 'N-(3-tetrahydrofuranyl)-6-aminopurine riboside', 'Tecadenoson (usan/inn)')",OESBDSFYJMDRJY-BAYCTPFLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2613,Ipratropium,"('Ipratropium (bromide)', 'Sch 1000', 'Ipratropium', 'Ipratropium ion', 'N-isopropylatropine')",OEXHQOGQTVQTAT-BZQJJPTISA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2614,Choline,"('Choline (chloride)', 'Choline', 'Choline ion', 'Bilineurine', 'Cholinum')",OEYIOHPDSNJKLS-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'MEDICAL', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL']"
2615,Allopurinol,"('Allopurinol',)",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2616,Cordycepine,"('Cordycepin', 'Cordycepine', '(2r,3r,5s)-2-(6-amino-9h-purin-9-yl)-5-(hydroxymethyl)tetrahydrofuran-3-ol', '(2r,3r,5s)-2-(6-amino-9h-purin-9-yl)-5-(hydroxymethyl)oxolan-3-ol', 'Cordycepin,(s)')",OFEZSBMBBKLLBJ-BAJZRUMYSA-N,[],,"['MEDICAL', 'FOOD']",['INFO'],['INFO'],['INFO']
2617,Daypro,"('Oxaprozin', 'Oxaprozinum', 'Wy21743', 'Daypro', 'Alvo')",OFPXSFXSNFPTHF-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2618,Achromycin,"('Tetracycline (hydrochloride)', 'Tetracycline', 'Deschlorobiomycin', 'Tetracyclinum', 'Achromycin')",NWXMGUDVXFXRIG-WESIUVDSSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2619,Avomol,"('Diphenidol (hydrochloride)', 'Difenidol hydrochloride', 'Difenidol', 'Vontrol', 'Avomol')",OGAKLTJNUQRZJU-UHFFFAOYSA-N,[],,['INFO'],['INFO'],['MEDICAL'],['INFO']
2620,Glycerol 1-octadecyl ether,"('Batilol', 'Stearyl monoglyceride', 'Batilolum', 'Glycerol 1-octadecyl ether', 'Batylol')",,,,['INFO'],['INFO'],['INFO'],['INFO']
2621,Carvedilol,"('(r)-carvedilol', '(r)-bm 14190', 'Carvedilol', '(2r)-1-(9h-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol', 'Carvedilol,')",OGHNVEJMJSYVRP-QGZVFWFLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2622,Coreg,"('Carvedilol', 'Bm 14190', 'Coreg', 'Dilatrend', 'Eucardic')",OGHNVEJMJSYVRP-QGZVFWFLSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2623,Daba,"('Daba', '(2s)-2,4-diaminobutanoic acid', '(s)-2,4-diaminobutanoic acid', 'Butanoic acid, 2,4-diamino-, (2s)-', 'Diaminobutyric acid')",,,,['INFO'],['INFO'],['INFO'],['INFO']
2624,Avage,"('Tazarotene', 'Tazorac', 'Zorac', 'Ethyl 6-((4,4-dimethylthiochroman-6-yl)ethynyl)nicotinate', 'Avage')",OGQICQVSFDPSEI-UHFFFAOYSA-N,[],,['MEDICAL'],['INFO'],"['MEDICAL', 'PERSONAL CARE']",['INFO']
2625,Folotyn,"('Pralatrexate', 'Folotyn', 'Pralatrexate(folotyn)', 'N-(4-(1-((2,4-diamino-6-pteridinyl)methyl)-3-butynyl)benzoyl)-l-glutamic acid', '(2s)-2-(4-(1-(2,4-diaminopteridin-6-yl)pent-4-yn-2-yl)benzamido)pentanedioic acid')",OGSBUKJUDHAQEA-WMCAAGNKSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2626,Fosamax,"('Alendronate (sodium hydrate)', 'Alendronate', 'Mk 217', 'Fosamax', '(4-amino-1-hydroxy-1-phosphonobutyl)phosphonic acid')",OGSPWJRAVKPPFI-UHFFFAOYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2627,Vinkristin,"('Vincristine (sulfate)', 'Leurocristine (sulfate)', 'Vincristine', 'Vinkristin', 'Leurocristine')",OGWKCGZFUXNPDA-XQKSVPLYSA-N,[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2628,Colforsin,"('Forskolin', 'Coleonol', 'Colforsin', 'Colforsina', 'Colforsine')",OHCQJHSOBUTRHG-KGGHGJDLSA-N,[],,['INFO'],['MEDICAL'],['INFO'],['INFO']
2629,Ticarcillin (disodium),"('Ticarcillin (disodium)', 'Ticarcilina', 'Ticarcilline', 'Ticarcillinum', 'Ticarcilina [inn-spanish]')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2630,(s)-ceralasertib,"('(s)-ceralasertib', '(s)-azd6738', 'Ex-a3909')",,,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
