FEATURE_ID,NAME_USED,SYNONYMS,INCHIKEY,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
2392,Ascorbyl glucoside,"('Ascorbyl glucoside', 'Ascorbic acid 2-glucoside', 'Ascorbic acid 2-o-glucoside', 'Ascorbic acid-2-glucoside', '(2r)-2-[(1s)-1,2-dihydroxyethyl]-3-hydroxy-4-[(2r,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2h-furan-5-one')",MLSJBGYKDYSOAE-DCWMUDTNSA-N,['Personal care'],['PERSONAL CARE'],"['PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'FOOD']",['PERSONAL CARE'],['PERSONAL CARE']
2395,Diethyl toluamide,"('Diethyltoluamide', 'N,n-diethyl-m-toluamide', 'N,n-diethyl-3-methylbenzamide', 'Diethyl toluamide', 'Dieltamid')",MMOXZBCLCQITDF-UHFFFAOYSA-N,"['Personal care', 'Pesticides']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'MEDICAL']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']",['PERSONAL CARE']
2419,Serine,"('(r)-serine', 'Serine', '(r)-2-amino-3-hydroxypropanoic acid', '(2r)-2-amino-3-hydroxypropanoic acid', 'Serine d-form')",,['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']"
2424,Ethanedioic acid,"('Oxalic acid', 'Ethanedioic acid', 'Aktisal', 'Aquisal', 'Oxiric acid')",,"['Home maintenance', 'Raw materials', 'Cleaning products and household care', 'Cons. electronics, mech. appliances, and machinery', 'Batteries', 'Vehicle', 'Cleaning and safety']",['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'INDUSTRIAL']"
2435,Vanillaldehyde,"('Vanillin', 'P-vanillin', 'M-methoxy-p-hydroxybenzaldehyde', 'P-hydroxy-m-methoxybenzaldehyde', 'Vanillaldehyde')",,"['Cleaning products and household care', 'Pesticides', 'Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2469,Dianex,"('Methoprene', 'Diacon', 'Dianex', 'Juvemon', 'Pharoid')",,"['Pet care', 'Pesticides']",['INDUSTRIAL'],['INDUSTRIAL'],['INFO'],['INDUSTRIAL'],['INFO']
2470,Menthone,"('Menthone', 'P-menthan-3-one', 'Cyclohexanone, 5-methyl-2-(1-methylethyl)-', 'P-menthanone', '.alpha.-isomenthone')",,"['Cleaning products and household care', 'Pesticides', 'Vehicle']",['INDUSTRIAL'],"['FOOD', 'PERSONAL CARE']",['FOOD'],"['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']"
2485,Dimethyl phthalate,"('Dimethyl phthalate', 'Avolin', 'Fermine', 'Solvanom', 'Solvarone')",,['Pesticides'],['INDUSTRIAL'],"['INDUSTRIAL', 'PERSONAL CARE']",['INDUSTRIAL'],"['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']"
2498,Butylhydroxytoluene,"('Butylated hydroxytoluene', 'Butylhydroxytoluene', 'Ionol', 'Dibunol', 'Stavox')",,"['Cleaning products and household care', 'Electronics/small appliances', 'Personal care', 'Arts and crafts/office supplies', 'Pesticides']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2503,Anestacon,"('Lidocaine', 'Lignocaine', 'Xylocaine', 'Lidoderm', 'Anestacon')",NNJVILVZKWQKPM-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2514,Chromium picolinate,"('Chromium picolinate', 'Chromium (iii) picolinate', 'Cr(pic)3')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'MEDICAL']","['MEDICAL', 'FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2518,Ferrous bisglycinate,"('Ferrous bisglycinate',)",DHMQDGOQFOQNFH-UHFFFAOYSA-N,"['Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'FOOD']",['MEDICAL'],"['MEDICAL', 'FOOD']"
2524,Lobaplatin,"('Lobaplatin',)",JVTAAEKCZFNVCJ-REOHCLBHSA-N,['Cleaning products and household care'],['INDUSTRIAL'],['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2530,Sodium nitroprusside dihydrate,"('Nitroprusside (disodium dihydrate)', 'Sodium nitroprusside dihydrate', 'Sodium nitroferricyanide(iii) dihydrate')",,['Laboratory supplies'],['INDUSTRIAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']"
2533,Sodium copper chlorophyllin a,"('Sodium copper chlorophyllin a',)",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'MEDICAL']","['MEDICAL', 'FOOD']","['FOOD', 'MEDICAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']"
2541,Peppermint camphor,"('Menthol', 'Levomenthol', 'Menthomenthol', 'Menthacamphor', 'Peppermint camphor')",NOOLISFMXDJSKH-KXUCPTDWSA-N,"['Pet care', 'Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL', 'PERSONAL CARE']",['INFO'],"['FOOD', 'PERSONAL CARE', 'MEDICAL']",['INFO']
2542,Hexahydrothymol,"('Menthol', 'Cyclohexanol, 5-methyl-2-(1-methylethyl)-', 'P-menthan-3-ol', 'Racementhol', 'Hexahydrothymol')",NOOLISFMXDJSKH-KXUCPTDWSA-N,"['Pet care', 'Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO'],['INFO']
2568,Ethyl p-hydroxybenzoate,"('Ethylparaben', 'Ethyl parahydroxybenzoate', 'Ethyl 4-hydroxybenzoate', 'Ethyl paraben', 'Ethyl p-hydroxybenzoate')",,"['Vehicle', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']","['PERSONAL CARE', 'FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']"
2600,Pyroglutamic acid,"('(r)-5-oxopyrrolidine-2-carboxylic acid', 'Pyroglutamic acid', 'Pyr-oh', '(2r)-5-oxopyrrolidine-2-carboxylic acid', 'Proline, 5-oxo-')",,['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'PERSONAL CARE', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'PERSONAL CARE', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2601,Pidolic acid,"('Metadoxine', 'Pyroglutamic acid', 'Pidolic acid', 'H-pyr-oh', '(2s)-5-oxopyrrolidine-2-carboxylic acid')",LXNHXLLTXMVWPM-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'PERSONAL CARE', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2602,Arginin,"('Arginine', 'H-dl-arg-oh', 'Arginine, free base', 'Arginin', 'Arginine, dl-')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']",['INFO']
2603,Arginine,"('Arginine', '(s)-arginine', 'Larginine', 'Arg', '(s)-2-amino-5-guanidinopentanoic acid')",,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']"
2610,Beta carotene,"('β-carotene', 'Provitamin a', 'Beta-carotene', 'Beta carotene', 'Beta,beta-carotene')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'MEDICAL', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'MEDICAL', 'INDUSTRIAL']","['FOOD', 'MEDICAL', 'PERSONAL CARE']"
2614,Choline,"('Choline (chloride)', 'Choline', 'Choline ion', 'Bilineurine', 'Cholinum')",OEYIOHPDSNJKLS-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['FOOD', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'MEDICAL', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL']"
2637,Adenoscan,"('Adenosine', 'Adenine riboside', 'Adenocard', 'Adenoscan', 'Beta-d-adenosine')",OIRDTQYFTABQOQ-KQYNXXCUSA-N,['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'ENDOGENOUS']",['MEDICAL'],"['MEDICAL', 'ENDOGENOUS']",['MEDICAL']
2645,Vanillylacetone,"('Zingerone', 'Vanillylacetone', 'Gingerone', 'Zingiberone', 'Zingherone')",OJYLAHXKWMRDGS-UHFFFAOYSA-N,['Cleaning products and household care'],['INDUSTRIAL'],"['FOOD', 'PERSONAL CARE']",['FOOD'],"['FOOD', 'PERSONAL CARE']",['INFO']
2659,Polidocanol,"('Nonaethylene glycol monododecyl ether', 'Nonaoxyethylene monododecyl ether', 'Polidocanol', 'Laureth-9', 'Polyoxyethylene (9) lauryl ether')",ONJQDTZCDSESIW-UHFFFAOYSA-N,"['Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
2663,Cinnamic alcohol,"('Cinnamyl alcohol', 'Cinnamic alcohol', '(e)-3-phenylprop-2-en-1-ol', '(e)-cinnamyl alcohol', 'Zimtalcohol')",OOCCDEMITAIZTP-UHFFFAOYSA-N,"['Vehicle', 'Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2684,Dettol,"('Chloroxylenol', 'Dettol', 'Benzytol', 'P-chloro-m-xylenol', 'Ottasept')",OSDLLIBGSJNGJE-UHFFFAOYSA-N,"['Pet care', 'Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'MEDICAL']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],"['PERSONAL CARE', 'INDUSTRIAL']"
2686,Betula oil,"('Methyl salicylate', 'Wintergreen oil', 'Methyl 2-hydroxybenzoate', 'Gaultheria oil', 'Betula oil')",OSWPMRLSEDHDFF-UHFFFAOYSA-N,"['Personal care', 'Manufactured formulations', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL', 'MEDICAL']",['INFO']
2693,Vitamin b9,"('Folic acid', 'Vitamin b9', 'Vitamin m')",,"['Cleaning products and household care', 'Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL']","['FOOD', 'MEDICAL']","['MEDICAL', 'FOOD']","['FOOD', 'MEDICAL']"
2703,Decamethrin,"('Deltamethrin', 'Decamethrin', 'Decamethrine', 'Decis', 'K-othrin')",,"['Pet care', 'Pesticides']",['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INFO']
2704,Linolic acid,"('Linoleic acid', 'Linolic acid', '(9z,12z)-octadeca-9,12-dienoic acid', 'Telfairic acid', 'Cis,cis-linoleic acid')",,"['Arts and crafts/office supplies', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'ENDOGENOUS', 'PERSONAL CARE']","['FOOD', 'ENDOGENOUS']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2740,Trihydroxypropane,"('Glycerol', 'Glycerin', 'Glycerine', 'Glycyl alcohol', 'Trihydroxypropane')",PEDCQBHIVMGVHV-UHFFFAOYSA-N,"['Vehicle', 'Personal care', 'Arts and crafts/office supplies', 'Home maintenance', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']",['INFO'],"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL', 'INDUSTRIAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2756,Carnitor,"('Carnitine', 'Levocarnitine', '(r)-carnitine', 'Vitamin bt', 'Carnitor')",PHIQHXFUZVPYII-ZCFIWIBFSA-N,"['Personal care', 'Electronics/small appliances']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'ENDOGENOUS', 'FOOD']",['MEDICAL'],"['MEDICAL', 'ENDOGENOUS', 'FOOD']",['INFO']
2758,Glucono delta-lactone,"('Glucono-1,5-lactone', 'Gluconic acid lactone', 'Gluconolactone', 'Delta-gluconolactone', 'Glucono delta-lactone')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']",['FOOD'],['FOOD']
2761,Trioleoylglycerol,"('Triolein', 'Glycerol trioleate', 'Oleic triglyceride', 'Olein', 'Trioleoylglycerol')",,['Personal care'],['PERSONAL CARE'],"['FOOD', 'MEDICAL']",['FOOD'],['FOOD'],['INFO']
2789,Glyoxyldiureide,"('Allantoin', 'Glyoxyldiureide', 'Allantol', 'Cordianine', 'Glyoxyldiureid')",POJWUDADGALRAB-UHFFFAOYSA-N,"['Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE', 'MEDICAL']",['INFO'],"['PERSONAL CARE', 'MEDICAL']",['PERSONAL CARE']
2790,Laurostearic acid,"('Lauric acid', 'N-dodecanoic acid', 'Dodecylic acid', 'Vulvic acid', 'Laurostearic acid')",POULHZVOKOAJMA-UHFFFAOYSA-N,"['Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']",['INFO'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']",['INFO']
2821,Wampocap,"('Niacin', 'Nicotinic acid', 'Vitamin b3', 'Pyridine-3-carboxylic acid', 'Wampocap')",PVNIIMVLHYAWGP-UHFFFAOYSA-N,"['Home maintenance', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['INFO'],"['MEDICAL', 'ENDOGENOUS', 'FOOD', 'INDUSTRIAL']",['INFO']
2847,Dihydrogen sulfate,"('S-methylisothiourea (sulfate)', 'Sulphuric acid', 'Oil of vitriol', 'Dihydrogen sulfate', 'Mattling acid')",,"['Home maintenance', 'Sports equipment', 'Cleaning products and household care', 'Batteries', 'Construction and building materials', 'Vehicle', 'Cleaning and safety', 'Arts and crafts/office supplies']",['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INDUSTRIAL'],['INFO']
2866,Propyl p-hydroxybenzoate,"('Propylparaben', 'Propyl parahydroxybenzoate', 'Propyl 4-hydroxybenzoate', 'Propyl paraben', 'Propyl p-hydroxybenzoate')",QELSKZZBTMNZEB-UHFFFAOYSA-N,"['Pet care', 'Personal care', 'Arts and crafts/office supplies']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']","['PERSONAL CARE', 'FOOD']","['FOOD', 'PERSONAL CARE', 'MEDICAL']","['FOOD', 'PERSONAL CARE']"
2867,Radicut,"('Edaravone', 'Radicut', 'Norphenazone', 'Developer z', 'Methylphenylpyrazolone')",QELUYTUMUWHWMC-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2872,Butyl p-hydroxybenzoate,"('Butylparaben', 'Butyl parahydroxybenzoate', 'Butyl paraben', 'Butyl 4-hydroxybenzoate', 'Butyl p-hydroxybenzoate')",,"['Cleaning products and household care', 'Arts and crafts/office supplies', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'PERSONAL CARE']","['PERSONAL CARE', 'FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2877,Retinol acetate,"('Retinyl acetate', 'Retinol acetate', 'Vitamin a acetate', 'Retinol, acetate', 'All-trans-retinyl acetate')",QGNJRVVDBSJHIZ-QHLGVNSISA-N,"['Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL']","['PERSONAL CARE', 'FOOD']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD', 'PERSONAL CARE']"
2887,Cetylacetic acid,"('Stearic acid', 'Octadecanoic acid', 'Stearophanic acid', 'N-octadecanoic acid', 'Cetylacetic acid')",QIQXTHQIDYTFRH-UHFFFAOYSA-N,"['Pet care', 'Personal care', 'Furniture and furnishings', 'Arts and crafts/office supplies', 'Electronics/small appliances', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']",['INFO'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']",['INFO']
2900,Icaridin,"('Picaridin', 'Lcaridin', 'Icaridin', 'Pikaridin', 'Propidine')",QLHULAHOXSSASE-UHFFFAOYSA-N,['Pesticides'],['INDUSTRIAL'],"['PERSONAL CARE', 'INDUSTRIAL']",['PERSONAL CARE'],"['PERSONAL CARE', 'INDUSTRIAL']",['PERSONAL CARE']
2909,Diethylenetriaminepentaacetic acid,"('Gadopentetate (dimeglumine)', 'Sh-l-451a', 'Gadopentetic acid dimeglumine salt', 'Pentetic acid', 'Diethylenetriaminepentaacetic acid')",,"['Cleaning products and household care', 'Pet care']",['INDUSTRIAL'],"['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']"
2923,Acetic acid,"('Chromium(iii) acetate', 'Chromium acetate', 'Chromic acetate', 'Chromium triacetate', 'Acetic acid')",QTBSBXVTEAMEQO-UHFFFAOYSA-N,"['Pet care', 'Pesticides', 'Arts and crafts/office supplies', 'Home maintenance', 'Cleaning products and household care', 'Laboratory supplies']",['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL', 'MEDICAL']","['FOOD', 'INDUSTRIAL', 'ENDOGENOUS']","['FOOD', 'INDUSTRIAL', 'MEDICAL', 'PERSONAL CARE']","['FOOD', 'MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']"
2933,Hesperetin 7-rutinoside,"('Hesperidin', 'Hesperetin 7-rutinoside', 'Cirantin', 'Hesperidoside', 'Hesper bitabs')",QUQPHWDTPGMPEX-QJBIFVCTSA-N,['Personal care'],['PERSONAL CARE'],['FOOD'],['FOOD'],['FOOD'],['FOOD']
2977,Carvacrol,"('Carvacrol', 'Isopropyl-o-cresol', 'O-thymol', 'Karvakrol', 'Antioxine')",,['Cleaning products and household care'],['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2978,Xanthaurine,"('Quercetin', 'Meletin', 'Sophoretin', 'Quercetine', 'Xanthaurine')",REFJWTPEDVJJIY-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['INFO', 'FOOD']",['INFO'],"['INFO', 'FOOD']",['INFO']
2985,Ethylene glycol monostearate,"('Polyoxyethylene stearate', 'Glycol stearate', 'Ethylene glycol monostearate', 'Polyoxyl 40 stearate', 'Cremophor a')",,['Personal care'],['PERSONAL CARE'],['PERSONAL CARE'],"['PERSONAL CARE', 'INDUSTRIAL', 'FOOD']",['PERSONAL CARE'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2988,Dextronic acid,"('Gluconic acid', 'Dextronic acid', 'Maltonic acid', 'Glycogenic acid', '(2r,3s,4r,5r)-2,3,4,5,6-pentahydroxyhexanoic acid')",RGHNJXZEOKUKBD-SQOUGZDYSA-N,"['Home maintenance', 'Raw materials', 'Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'MEDICAL']",['INFO'],"['MEDICAL', 'ENDOGENOUS', 'FOOD', 'INDUSTRIAL']",['INFO']
2996,Citrulline,"('Citrulline', 'H-cit-oh', 'Delta-ureidonorvaline', 'Sitrulline', '(s)-2-amino-5-ureidopentanoic acid')",,['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
3017,Cetrimonium,"('Cetrimonium (bromide)', 'Cetyltrimethylammonium (bromide)', 'Hexadecyltrimethylammonium (bromide)', 'Cetrimonium', 'Cetyltrimethylammonium')",RLGQACBPNDBWTB-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'PERSONAL CARE']",['PERSONAL CARE'],['MEDICAL'],['INFO']
3034,Caryophyllic acid,"('Eugenol', 'Eugenic acid', 'Allylguaiacol', 'Caryophyllic acid', 'P-allylguaiacol')",RRAFCDWBNXTKKO-UHFFFAOYSA-N,"['Pet care', 'Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']",['INFO'],['INFO'],['INFO']
3039,Abamectin,"('Avermectin b1', 'Abamectin', 'Avermectin b1a-avermectin b1b mixt.', 'Abamectin component b1a', 'Abamectin b1a')",RRZXIRBKKLTSOM-XPNPUAGNSA-N,['Pesticides'],['INDUSTRIAL'],"['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],"['MEDICAL', 'INDUSTRIAL']",['INDUSTRIAL']
3053,Trans-anethole,"('Anethole', 'Anise camphor', 'P-propenylanisole', 'Isoestragole', 'Trans-anethole')",RUVINXPYWBROJD-ONEGZZNKSA-N,"['Vehicle', 'Personal care', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
3061,Benzoylbenzene,"('Benzophenone', 'Diphenylmethanone', 'Diphenyl ketone', 'Methanone, diphenyl-', 'Benzoylbenzene')",,"['Cleaning products and household care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'FOOD', 'PERSONAL CARE']",['INFO'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'PERSONAL CARE', 'FOOD']"
3082,Pibutin,"('Phenothrin', 'Sumithrin', 'Phenoxythrin', 'Phenothrine', 'Pibutin')",SBNFWQZLDJGRLK-UHFFFAOYSA-N,"['Pet care', 'Pesticides']",['INDUSTRIAL'],"['INFO', 'INDUSTRIAL']",['INFO'],['INDUSTRIAL'],['INFO']
3099,Isomalt,"('Isomalt', 'Palatinitol', '(3r,4r,5r)-6-[(2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyhexane-1,2,3,4,5-pentol', '(3r,4r,5r)-6-(((2s,3r,4s,5s,6r)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2h-pyran-2-yl)oxy)hexane-1,2,3,4,5-pentaol', 'Hydrogenated isomaltulose')",SERLAGPUMNYUCK-BLEZHGCXSA-N,['Personal care'],['PERSONAL CARE'],['FOOD'],['FOOD'],"['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
3100,Benylate,"('Benzyl benzoate', 'Benzoic acid benzyl ester', 'Ascabiol', 'Benzoic acid, phenylmethyl ester', 'Benylate')",SESFRYSPDFLNCH-UHFFFAOYSA-N,"['Personal care', 'Pesticides', 'Cleaning products and household care']","['PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL', 'FOOD']",['INDUSTRIAL'],"['MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL', 'FOOD']",['INFO']
3125,Ketole,"('Indole', 'Indol', 'Ketole', 'Benzopyrrole', 'Caswell no. 498b')",,"['Cleaning products and household care', 'Vehicle', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['INDUSTRIAL', 'ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']",['INFO'],['INFO'],['INFO']
3155,Pantothenol,"('Panthenol', 'Pantothenol', 'Pantothenyl alcohol', 'Butanamide, 2,4-dihydroxy-n-(3-hydroxypropyl)-3,3-dimethyl-', 'Panthenol, racemic')",SNPLKNRPJHDVJA-UHFFFAOYSA-N,['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'FOOD']","['MEDICAL', 'PERSONAL CARE']",['PERSONAL CARE']
3159,Diazolidinylurea,"('Diazolidinyl urea', 'Diazolidinylurea', ""N,n'-bis(hydroxymethyl) urea"", ""N-(1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl)-n,n'-bis(hydroxymethyl)urea"", ""N-[1,3-bis(hydroxymethyl)-2,5-dioxo-4-imidazolidinyl]-n,n'-bis(hydroxymethyl)urea"")",,"['Pet care', 'Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']",['PERSONAL CARE']
3186,Isol,"('Hexylene glycol', 'Diolane', 'Isol', 'Pinakon', 'Hexyleneglycol')",,"['Cleaning products and household care', 'Manufactured formulations', 'Personal care', 'Pesticides', 'Landscape/yard']","['PERSONAL CARE', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO'],['INFO']
