FEATURE_ID,NAME_USED,SYNONYMS,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
2961,Menaquinone-7,"('Menanquinone-7', 'Menaquinone-7', 'Menaquinone 7', 'Vitamin k2(35)', 'Menaquinone k7')",[],,"['MEDICAL', 'FOOD']",['FOOD'],"['FOOD', 'MEDICAL']","['FOOD', 'PERSONAL CARE']"
2962,Valrocemide,"('Valrocemide', 'N-(2-amino-2-oxoethyl)-2-propylpentanamide', 'N-valproylglycinamide', 'Tv 1901', 'N-(carbamoylmethyl)-2-propylpentanamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2963,Oxibendazole,"('Oxibendazole', 'Loditac', 'Filaribits plus', 'Anthelcide eq', 'Oxibendazolo')",[],,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO']
2964,Imidazol,"('Imidazole', 'Glyoxaline', 'Imidazol', 'Iminazole', 'Miazole')",[],,"['INDUSTRIAL', 'MEDICAL', 'ENDOGENOUS']",['INFO'],"['INDUSTRIAL', 'MEDICAL', 'FOOD', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS', 'FOOD', 'INDUSTRIAL']"
2965,Cis-terpin hydrate,"('Terpin (hydrate)', 'Terpin monohydrate', 'Cis-terpin hydrate', 'Trans-terpin', 'P-menthane-1,8-diol')",[],,['INFO'],['INFO'],['INFO'],"['MEDICAL', 'FOOD']"
2966,Methylene blue,"('Methylene blue (trihydrate)', 'C.i. basic blue 9 trihydrate', 'Methylene blue', '[7-(dimethylamino)phenothiazin-3-ylidene]-dimethylazanium', 'N-[7-(dimethylamino)-3h-phenothiazin-3-ylidene]-n-methylmethanaminium')",[],,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE', 'FOOD']","['MEDICAL', 'INDUSTRIAL']"
2967,Icilin,"('Icilin', 'Ag 3-5', 'Icilin(ag 3-5)', 'Ag 3-5 cpd', 'Icilin- bio-x')",[],,"['INDUSTRIAL', 'MEDICAL']",['INFO'],['INFO'],['INFO']
2968,Epitaxol,"('Epitaxol', '[(1s,2s,3r,4s,7r,9r,10s,12r,15s)-4,12-diacetyloxy-15-[(2r,3s)-3-benzamido-2-hydroxy-3-phenylpropanoyl]oxy-1,9-dihydroxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate', 'Paclitaxel impurity e', 'S9265', 'Benzenepropanoic acid, beta-(benzoylamino)-alpha-hydroxy-,     (2ar,4r,4as,6r,9s,11s,12s,12ar,12bs)-6,12b-bis(acetyloxy)-12-(benzoyloxy)-    2a,3,4,4a,5,6,9,10,11,12,12a,12b-dodecahydro-4,11-dihydroxy-4a,8,13,13-tetramethyl-5-oxo-7,11-methano-1h-cyclodeca(3,4)benz(1,2-b)oxet-9-yl ester, (alphar,betas)-')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2969,Abraxane,"('Paclitaxel', 'Taxol', 'Taxol a', 'Abraxane', 'Yewtaxan')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2970,Emrusolmin,"('Anle138b', 'Emrusolmin', 'Emrusolmin [inn]', 'Anle 138b; anle-138b', 'Anle138b, >=98% (hplc)')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2971,Cinepazide,"('Cinepazide (maleate)', 'Cinepazide', 'Cinepazide free base', 'Md 67350 [as maleate]', 'Cinepazida')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2972,Cb 5083,"('Cb 5083', 'Ex-a773')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2973,O-acetylcarnitine,"('Acetyl-l-carnitine (hydrochloride)', 'O-acetyl-l-carnitine (hydrochloride)', 'O-acetylcarnitinium', 'O-acetylcarnitine', 'Acetoxycarnitine')",[],,['ENDOGENOUS'],['INFO'],['ENDOGENOUS'],['INFO']
2974,Acetylcarnitine,"('Acetyl-l-carnitine (hydrochloride)', 'O-acetyl-l-carnitine (hydrochloride)', 'Acetyl-l-carnitine', 'Acetylcarnitine', 'O-acetyl-l-carnitine')",[],,"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['MEDICAL', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL', 'FOOD', 'PERSONAL CARE']"
2975,Nalfon,"('Fenoprofen (calcium hydrate)', 'Fenoprofen calcium salt dihydrate', 'Fenoprofen', 'Nalfon', 'Fenoprofenum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2976,Anspor,"('Cephradine', 'Cefradine', 'Cephradin', 'Anspor', 'Sefril')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2977,Carvacrol,"('Carvacrol', 'Isopropyl-o-cresol', 'O-thymol', 'Karvakrol', 'Antioxine')",['Cleaning products and household care'],['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL']",['FOOD'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2978,Xanthaurine,"('Quercetin', 'Meletin', 'Sophoretin', 'Quercetine', 'Xanthaurine')",['Personal care'],['PERSONAL CARE'],"['INFO', 'FOOD']",['INFO'],"['INFO', 'FOOD']",['INFO']
2979,Iptacopan,"('Iptacopan', 'Benzoic acid, 4-[(2s,4s)-4-ethoxy-1-[(5-methoxy-7-methyl-1h-indol-4-yl)methyl]-2-piperidinyl]-', 'Iptacopan [inn]', 'Benzoic acid, 4-((2s,4s)-4-ethoxy-1-((5-methoxy-7-methyl-1h-indol-4-yl)methyl)-2-piperidinyl)-', 'Iptacopan [usan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2980,Novocamid,"('Procainamide (hydrochloride)', 'Novocainamide', 'Biocoryl', 'Novocamid', 'Procaine amide')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2981,Phenazoline,"('Antazoline (hydrochloride)', 'Phenazoline hydrochloride', 'Antazoline', 'Phenazoline', 'Antasten')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2982,Glycocholate,"('Glycocholic acid', 'Glycocholate', 'Cholylglycine', 'N-choloylglycine', 'Glycine, n-choloyl-')",[],,"['ENDOGENOUS', 'FOOD']",['ENDOGENOUS'],['ENDOGENOUS'],['INFO']
2983,N-acetylglutamate,"('N-acetyl-l-glutamic acid', 'Acetylglutamic acid', 'N-acetyl-l-glutamate', 'N-acetylglutamate', 'Acetyl-l-glutamic acid')",[],,"['ENDOGENOUS', 'FOOD']",['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']"
2984,Obatoclax,"('Obatoclax (mesylate)', 'Obatoclax')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2985,Ethylene glycol monostearate,"('Polyoxyethylene stearate', 'Glycol stearate', 'Ethylene glycol monostearate', 'Polyoxyl 40 stearate', 'Cremophor a')",['Personal care'],['PERSONAL CARE'],['PERSONAL CARE'],"['PERSONAL CARE', 'INDUSTRIAL', 'FOOD']",['PERSONAL CARE'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2986,Dapiprazole,"('Dapiprazole (hydrochloride)', 'Dapiprazole', 'Dapiprazol', 'Glamidolo', 'Reversil')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2987,P-hydroxybenzaldehyde,"('P-hydroxybenzaldehyde', 'P-formylphenol', 'P-oxybenzaldehyde', 'Benzaldehyde, 4-hydroxy-', 'Parahydroxybenzaldehyde')",[],,"['FOOD', 'INDUSTRIAL']",['INFO'],"['FOOD', 'INDUSTRIAL']",['INFO']
2988,Dextronic acid,"('Gluconic acid', 'Dextronic acid', 'Maltonic acid', 'Glycogenic acid', '(2r,3s,4r,5r)-2,3,4,5,6-pentahydroxyhexanoic acid')","['Cleaning products and household care', 'Home maintenance', 'Raw materials', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'MEDICAL']",['INFO'],"['MEDICAL', 'ENDOGENOUS', 'FOOD', 'INDUSTRIAL']",['INFO']
2989,Voxtalisib,"('Voxtalisib', 'Voxtalisib (xl765, sar245409)', 'Voxtalisib [usan:inn]', 'Voxtalisib (usan/inn)', 'Voxtalisib (xl-765)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2990,Coash,"('Coenzyme a', 'Coash', 'Coa-sh', 'Zeel', 'Coa')",[],,['INFO'],['ENDOGENOUS'],['INFO'],['ENDOGENOUS']
2991,Agostilben,"('Diethylstilbestrol', 'Stilbestrol', 'Stilboestrol', 'Distilbene', 'Agostilben')",[],,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
2992,Pseudocapsaicin,"('Nonivamide', 'Pelargonic acid vanillylamide', 'Nonanoic acid vanillylamide', 'Pseudocapsaicin', 'N-vanillylnonanamide')",[],,"['FOOD', 'INDUSTRIAL', 'MEDICAL', 'PERSONAL CARE']",['INFO'],"['FOOD', 'MEDICAL', 'INDUSTRIAL']",['INFO']
2993,Fenazoxine,"('Nefopam (hydrochloride)', 'Fenazoxine hydrochloride', 'Nefopam', 'Fenazoxine', 'Nefopamum')",[],,"['INFO', 'MEDICAL']",['INFO'],['MEDICAL'],['INFO']
2994,Deoxycytidine triphosphate,"('Deoxycytidine triphosphate', 'Dctp', ""Deoxycytidine 5'-triphosphate"", 'Deoxy-ctp', ""Cytidine 5'-(tetrahydrogen triphosphate), 2'-deoxy-"")",[],,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
2995,Detomidine (hydrochloride),"('Detomidine (hydrochloride)', 'Detomidina', 'Detomidinum', 'Detomidine [inn:ban]', 'Detomidinum [inn-latin]')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2996,Citrulline,"('Citrulline', 'H-cit-oh', 'Delta-ureidonorvaline', 'Sitrulline', '(s)-2-amino-5-ureidopentanoic acid')",['Personal care'],['PERSONAL CARE'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2997,Emodin,"('Emodin', 'Frangula emodin', 'Emodol', 'Schuttgelb', 'Rheum emodin')",[],,"['FOOD', 'MEDICAL']",['FOOD'],"['MEDICAL', 'FOOD']",['INFO']
2998,Kisqali,"('Ribociclib', 'Ribociclib (lee011)', 'Kisqali', 'Ribociclib(lee011)', 'Ribociclib, lee011')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2999,Narlaprevir,"('Narlaprevir', 'Arlansa', '(1r,2s,5s)-3-(n-(((1-((tert-butylsulfonyl)methyl)cyclohexyl)amino)carbonyl)-3-methyl-l- valyl)-n-((1s)-1-((cyclopropylamino)(oxo)acetyl)pentyl)-6,6-dimethyl-3- azabicyclo(3.1.0)hexane-2-carboxamide', '(1r,2s,5s)-3-[(2s)-2-[[1-(tert-butylsulfonylmethyl)cyclohexyl]carbamoylamino]-3,3-dimethylbutanoyl]-n-[(3s)-1-(cyclopropylamino)-1,2-dioxoheptan-3-yl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide', '(1r,2s,5s)-3-[n-({1-[(tert-butylsulfonyl)methyl]cyclohexyl}carbamoyl)-3-methyl-l-valyl]-n-[(3s)-1-(cyclopropylamino)-1,2-dioxoheptan-3-yl]-6,6-dimethyl-3-azabicyclo[3.1.0]hexane-2-carboxamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3000,Filgotinib,"('Filgotinib', 'N-(5-(4-((1,1-dioxidothiomorpholino)methyl)phenyl)-[1,2,4]triazolo[1,5-a]pyridin-2-yl)cyclopropanecarboxamide', 'Filgotinib (glpg0634)', 'Filgotinib(glpg0634)', 'N-[5-[4-[(1,1-dioxo-1,4-thiazinan-4-yl)methyl]phenyl]-[1,2,4]triazolo[1,5-a]pyridin-2-yl]cyclopropanecarboxamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3001,Antizol,"('Fomepizole', 'Antizol', 'Fomepizol', 'Fomepizolum', 'Fomepizol [inn-spanish]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3002,Inlyta,"('Axitinib', 'Inlyta', 'Ag 013736', '(e)-n-methyl-2-((3-(2-(pyridin-2-yl)vinyl)-1h-indazol-6-yl)thio)benzamide', 'N-methyl-2-((3-((1e)-2-(pyridin-2-yl)ethenyl)-1h-indazol-6-yl)sulfanyl)benzamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3003,Urolithin a,"('Urolithin a', 'Urolithin-a', 'Urolithin a, >=97% (hplc)', 'Ex-a4345', 'S5312')",[],,"['FOOD', 'MEDICAL', 'ENDOGENOUS']",['FOOD'],"['MEDICAL', 'FOOD']","['ENDOGENOUS', 'FOOD']"
3004,Selenomethionine,"('Selenomethionine', 'Seleno-l-methionine', 'Selenium-l-methionine', '(s)-2-amino-4-(methylselanyl)butanoic acid', 'Selenomethioninum')",[],,"['FOOD', 'ENDOGENOUS']",['FOOD'],"['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'MEDICAL']"
3005,Noxin,"('Nitroxoline', 'Nitroxolin', 'Noxibiol', 'Nibiol', 'Noxin')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3006,Crinone,"('Progesterone', 'Pregn-4-ene-3,20-dione', 'Agolutin', 'Luteohormone', 'Crinone')",[],,"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'PERSONAL CARE']",['MEDICAL'],['MEDICAL']
3007,Indoprofen,"('Indoprofen', '(±)-indoprofe', 'Isindone', 'Reumofene', 'Flosin')",[],,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL'],['INFO']
3008,Methycillin,"('Methicillin (sodium salt)', 'Meticillin (sodium)', 'Methicillin', 'Meticillin', 'Methycillin')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3009,Asarone,"('Alpha-asarone', 'α-asarone', 'Trans-asarone', 'Asarone', 'Trans-isoasarone')",[],,"['FOOD', 'INDUSTRIAL']",['FOOD'],['INFO'],"['FOOD', 'INDUSTRIAL']"
3010,Succinobucol,"('Succinobucol', 'Probucol monosuccinate', 'Butanedioic acid,1-[4-[[1-[[3,5-bis(1,1-dimethylethyl)-4-hydroxyphenyl]thio]-1-methylethyl]thio]-2,6-bis(1,1-dimethylethyl)phenyl]ester', 'Probucol monosuccinae', 'Succinobucol (usan)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3011,Atropen,"('Atropine', 'Tropine tropate', 'Hyoscyamine', 'Atropin', 'Atropen')",[],,"['MEDICAL', 'ENDOGENOUS']",['MEDICAL'],['MEDICAL'],['MEDICAL']
3012,Tropine tropate,"('Hyoscyamine', 'Daturine', 'Duboisine', 'Atropine', 'Tropine tropate')",[],,"['MEDICAL', 'ENDOGENOUS']",['INFO'],['INFO'],['MEDICAL']
3013,Sumanirole,"('Sumanirole (maleate)', 'Sumanirole', '(r)-5-(methylamino)-5,6-dihydro-1h-imidazo[4,5,1-ij]quinolin-2(4h)-one', '(10r)-10-(methylamino)-1,3-diazatricyclo[6.3.1.04,12]dodeca-4,6,8(12)-trien-2-one', 'Sumanirole [inn]')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
3014,Linopril,"('Lisinopril (dihydrate)', 'Lisinopril', 'Prinivil', 'Zestril', 'Linopril')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3015,Camzyos,"('Mavacamten', '(s)-3-isopropyl-6-((1-phenylethyl)amino)pyrimidine-2,4(1h,3h)-dione', 'Camzyos', 'Mavacamten [inn]', 'Mavacamten [usan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3016,Ginsenoside rd,"('Ginsenoside rd', 'Gypenoside viii', 'Chikusetsusaponin fk7', 'Sanchinoside rd', 'Panaxoside rd')",[],,"['MEDICAL', 'FOOD']",['FOOD'],"['MEDICAL', 'FOOD']","['FOOD', 'PERSONAL CARE']"
3017,Cetrimonium,"('Cetrimonium (bromide)', 'Cetyltrimethylammonium (bromide)', 'Hexadecyltrimethylammonium (bromide)', 'Cetrimonium', 'Cetyltrimethylammonium')",['Personal care'],['PERSONAL CARE'],"['MEDICAL', 'PERSONAL CARE']",['PERSONAL CARE'],['MEDICAL'],['INFO']
3018,Pirenzepin,"('Pirenzepine (dihydrochloride)', 'Pirenzepine', 'Pirenzepinum', 'Pirenzepina', 'Pirenzepin')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3019,Semintra,"('Telmisartan', 'Micardis', 'Pritor', 'Kinzalmono', 'Semintra')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3020,Didesmethylrocaglamide,"('Didesmethylrocaglamide', '(1r,2r,3s,3ar,8bs)-1,8b-dihydroxy-6,8-dimethoxy-3a-(4-methoxyphenyl)-3-phenyl-2,3-dihydro-1h-cyclopenta[b][1]benzofuran-2-carboxamide', 'Rocb', '(1r)-2,3,3a,8b-tetrahydro-1alpha,8bbeta-dihydroxy-6,8-dimethoxy-3abeta-(4-methoxyphenyl)-3beta-phenyl-1h-cyclopenta[b]benzofuran-2alpha-carboxamide')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3021,Cordemcura,"('Amrinone', 'Inamrinone', 'Inocor', 'Wincoram', 'Cordemcura')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3022,(±)-zanubrutinib,"('(±)-zanubrutinib', '(±)-bgb-3111', '((plusmn))-zanubrutinib', '( inverted exclamation marka)-zanubrutinib', '( inverted exclamation marka)-bgb-3111')",,,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3023,Brukinsa,"('Zanubrutinib', 'Brukinsa', '(7s)-2-(4-phenoxyphenyl)-7-(1-(prop-2-enoyl)piperidin-4-yl)-4,5,6,7-tetrahydropyrazolo(1,5-a)pyrimidine-3-carboxamide', '(7s)-2-(4-phenoxyphenyl)-7-(1-prop-2-enoylpiperidin-4-yl)-4,5,6,7-tetrahydropyrazolo[1,5-a]pyrimidine-3-carboxamide', '(7s)-4,5,6,7-tetrahydro-7-[1-(1-oxo-2-propen-1-yl)-4-piperidinyl]-2-(4-phenoxyphenyl)pyrazolo[1,5-a]pyrimidine-3-carboxamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3024,N-(3-(aminomethyl)benzyl)acetamidine,"('N-(3-(aminomethyl)benzyl)acetamidine', 'N-[3-(aminomethyl)benzyl]acetamidine', 'W 1400', ""N'-[[3-(aminomethyl)phenyl]methyl]ethanimidamide"", 'N-(3-(aminomethyl)benzyl)-acetamidine')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3025,Cyclohexyl-carbamic acid 3'-carbamoyl-biphenyl-3-yl ester,"('[3-(3-carbamoylphenyl)phenyl] n-cyclohexylcarbamate', ""Cyclohexyl-carbamic acid 3'-carbamoyl-biphenyl-3-yl ester"", 'Org-231295', ""Cyclohexyl carbamic acid 3'-carbamoylbiphenyl-3-yl ester"", ""Carbamic acid, n-cyclohexyl-, 3'-(aminocarbonyl)[1,1'-biphenyl]-3-yl ester"")",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
3026,Leucine,"('Leucine', '(r)-leucine', 'H-d-leu-oh', '(2r)-2-amino-4-methylpentanoic acid', 'Leucine, d-')",[],,"['FOOD', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD']",['FOOD'],"['FOOD', 'PERSONAL CARE']"
3027,Remergil,"('Mirtazapine', 'Org3770', 'Remeron', 'Mepirzepine', 'Remergil')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3028,Desogen,"('Desogestrel', 'Org-2969', 'Cerazette', 'Desogen', 'Desogestrelum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3029,Zebularine,"('Zebularine', 'Pyrimidin-2-one ribonucleoside', 'Pyrimidin-2-one beta-ribofuranoside', 'Pyrimidin-2-one beta-d-ribofuranoside', 'Pyrimidin-2-one-ribonucleoside')",[],,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO']
3030,Hydrazinophthalazine,"('Hydralazine (hydrochloride)', 'Hydralazine', 'Hydralazin', 'Hypophthalin', 'Hydrazinophthalazine')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3031,Gts-21,"('Gts-21', 'Dimethoxybenzylidene anabaseine', ""(e)-3-(2,4-dimethoxybenzylidene)-3,4,5,6-tetrahydro-2,3'-bipyridine"", ""(3e)-3-[(2,4-dimethoxyphenyl)methylidene]-3,4,5,6-tetrahydro-2,3'-bipyridine"", 'Ex-a5523')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3032,Nedocromilum,"('Nedocromil', 'Nedocromilo', 'Nedocromilum', 'Rapitil', 'Nedocromilum [latin]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3033,Niagestin,"('Megestrol acetate', 'Megace', 'Megace es', 'Niagestin', 'Megestryl acetate')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
3034,Caryophyllic acid,"('Eugenol', 'Eugenic acid', 'Allylguaiacol', 'Caryophyllic acid', 'P-allylguaiacol')","['Cleaning products and household care', 'Pet care', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'MEDICAL']",['INFO'],['INFO'],['INFO']
3035,Pletaal,"('Cilostazol', 'Pletal', 'Cilostazole', 'Pletaal', 'Cilostazolum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3036,Lazertinib,"('Lazertinib', 'N-[5-[[4-[4-[(dimethylamino)methyl]-3-phenylpyrazol-1-yl]pyrimidin-2-yl]amino]-4-methoxy-2-morpholin-4-ylphenyl]prop-2-enamide', 'N-(5-((4-(4-((dimethylamino)methyl)-3-phenyl-1h-pyrazol-1-yl)pyrimidin-2-yl)amino)-4-methoxy-2-morpholinophenyl)acrylamide', 'Leclaza', 'Lazertinib [usan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3037,Telratolimod,"('Telratolimod', 'N-[4-(4-amino-2-butylimidazo[4,5-c]quinolin-1-yl)oxybutyl]octadecanamide', 'N-(4-((4-amino-2-butyl-1h-imidazo(4,5-c)quinolin-1-yl)oxy)butyl)octadecanamide', 'N-(4-{[4-amino-2-butyl-1h-imidazo[4,5-c]quinolin-1-yl]oxy}butyl)octadecanamide', 'Medi 9197')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3038,Lithostat,"('Acetohydroxamic acid', 'N-hydroxyacetamide', 'Methylhydroxamic acid', 'Lithostat', 'Acetylhydroxamic acid')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3039,Abamectin,"('Avermectin b1', 'Abamectin', 'Avermectin b1a-avermectin b1b mixt.', 'Abamectin component b1a', 'Abamectin b1a')",[],,"['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],"['MEDICAL', 'INDUSTRIAL']",['INDUSTRIAL']
3040,Delestrogen,"('Estradiol valerianate', 'β-estradiol 17-valerate', 'Estradiol valerate', 'Estradiol 17-valerate', 'Delestrogen')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3041,Avadomide,"('Avadomide', 'Cc 122', 'Cc-122', 'Avadomide(cc-122)', 'Avadomide [usan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3042,Tirasemtiv,"('Tirasemtiv', 'Tirasemtiv (usan/inn)', 'Tirasemtiv [usan:inn]', 'Ck 2017357', 'Ex-a367')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3043,Myfenax,"('Mycophenolate mofetil', 'Rs 61443', 'Tm-mmf', 'Cellcept', 'Myfenax')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3044,Chrysin,"('Chrysin', 'Chrysine', 'Crysin', 'Chrysinic acid', 'Chrysin,(s)')",[],,"['FOOD', 'INFO']",['FOOD'],"['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']"
3045,Trichostatin a,"('Trichostatin a', 'Trichostatin', 'Trichostatin a (tsa)', '(2e,4e,6r)-7-[4-(dimethylamino)phenyl]-n-hydroxy-4,6-dimethyl-7-oxohepta-2,4-dienamide', 'Antibiotic a-300')",[],,"['MEDICAL', 'ENDOGENOUS']",['INDUSTRIAL'],['MEDICAL'],['INFO']
3046,Acadesine,"('Acadesine', 'Arasine', 'Acadesina', 'Acadesinum', 'Protara')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3047,Cefzon,"('Cefdinir', 'Omnicef', 'Cefzon', 'Cefdinirum', 'Fk 482')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3048,Chenix,"('Chenodeoxycholic acid', 'Chenodiol', 'Chenix', 'Chenic acid', 'Chenodesoxycholic acid')",[],,"['MEDICAL', 'ENDOGENOUS']",['MEDICAL'],"['ENDOGENOUS', 'MEDICAL']","['MEDICAL', 'ENDOGENOUS']"
3049,Ursofalk,"('Ursodiol', 'Ursodeoxycholic acid', 'Actigall', 'Ursodeoxycholate', 'Ursofalk')",[],,"['MEDICAL', 'ENDOGENOUS']",['MEDICAL'],"['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS']"
3050,Daprodustat,"('Daprodustat', 'N-((1,3-dicyclohexylhexahydro-2,4,6-trioxopyrimidin-5-yl)carbonyl)glycine', 'Duvroq', '(1,3-dicyclohexyl-2,4,6-trioxohexahydropyrimidine-5-carbonyl)glycine', 'Daprodustat [usan:inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3051,(s)-rasagiline,"('(s)-rasagiline', 'S-pai', '(s)-n-(2-propynyl)-2,3-dihydroinden-1-amine', 'N-propargyl-1(s)-aminoindan', '(1s)-n-prop-2-ynyl-2,3-dihydro-1h-inden-1-amine')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
3052,Azilect,"('Rasagiline (mesylate)', '(r)-agn1135 (mesylate)', 'Rasagiline', '(r)-n-(2-propynyl)-2,3-dihydroinden-1-amine', 'Azilect')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
3053,Trans-anethole,"('Anethole', 'Anise camphor', 'P-propenylanisole', 'Isoestragole', 'Trans-anethole')","['Cleaning products and household care', 'Vehicle', 'Personal care']","['PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
