FEATURE_ID,SOURCE,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
2206,WIKIPEDIA,"['INDUSTRIAL', 'FOOD', 'MEDICAL']",['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']"
2207,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
2208,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2209,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
2210,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL', 'FOOD', 'INDUSTRIAL']","['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL', 'FOOD', 'INDUSTRIAL']","['ENDOGENOUS', 'MEDICAL', 'FOOD']"
2211,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2212,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2213,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2214,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2215,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2216,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2217,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2218,WIKIPEDIA,"['FOOD', 'MEDICAL']",['FOOD'],"['FOOD', 'INFO']",['FOOD']
2219,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INDUSTRIAL'],['INDUSTRIAL'],['INFO']
2220,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2221,WIKIPEDIA,"['FOOD', 'MEDICAL']",['FOOD'],"['FOOD', 'INDUSTRIAL']",['FOOD']
2222,WIKIPEDIA,"['INFO', 'FOOD']",['INFO'],['FOOD'],['INFO']
2223,WIKIPEDIA,"['FOOD', 'ENDOGENOUS']",['FOOD'],['FOOD'],['INFO']
2224,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
2225,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2226,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2227,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2228,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2229,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2230,WIKIPEDIA,"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']",['INFO'],['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2231,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2232,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
2233,WIKIPEDIA,"['MEDICAL', 'ENDOGENOUS', 'FOOD']",['INFO'],"['MEDICAL', 'ENDOGENOUS']","['ENDOGENOUS', 'MEDICAL', 'FOOD', 'PERSONAL CARE']"
2234,WIKIPEDIA,"['MEDICAL', 'FOOD']",['MEDICAL'],"['MEDICAL', 'FOOD']","['MEDICAL', 'ENDOGENOUS']"
2235,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2236,WIKIPEDIA,"['ENDOGENOUS', 'FOOD', 'MEDICAL']",['INFO'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL']"
2237,WIKIPEDIA,['INDUSTRIAL'],"['FOOD', 'INDUSTRIAL']",['INDUSTRIAL'],['INFO']
2238,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
2239,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2240,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2241,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2242,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD']"
2243,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],"['INDUSTRIAL', 'FOOD', 'ENDOGENOUS']","['INDUSTRIAL', 'FOOD']"
2244,WIKIPEDIA,['INFO'],['INFO'],['INFO'],"['MEDICAL', 'PERSONAL CARE']"
2245,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2246,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2247,WIKIPEDIA,"['FOOD', 'ENDOGENOUS']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']"
2248,WIKIPEDIA,"['MEDICAL', 'PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'FOOD']",['PERSONAL CARE']
2249,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2250,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2251,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL', 'PERSONAL CARE']"
2252,WIKIPEDIA,"['FOOD', 'MEDICAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'MEDICAL', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2253,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2254,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2255,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2256,WIKIPEDIA,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS']
2257,WIKIPEDIA,"['FOOD', 'PERSONAL CARE']",['FOOD'],"['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE']"
2258,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2259,PUBMED,['INFO'],['INFO'],['INFO'],['ENDOGENOUS']
2260,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2261,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2262,WIKIPEDIA,['INDUSTRIAL'],['INFO'],['INDUSTRIAL'],['INDUSTRIAL']
2263,PUBMED,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2264,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO'],['INFO']
2265,WIKIPEDIA,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
2266,WIKIPEDIA,"['ENDOGENOUS', 'FOOD']",['INFO'],['INFO'],['INFO']
2267,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2268,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2269,WIKIPEDIA,"['FOOD', 'ENDOGENOUS']",['FOOD'],['FOOD'],"['FOOD', 'ENDOGENOUS', 'PERSONAL CARE', 'MEDICAL']"
2270,PUBMED,['INDUSTRIAL'],['INFO'],['INFO'],"['MEDICAL', 'FOOD', 'PERSONAL CARE']"
2271,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2272,PUBMED,"['INFO', 'MEDICAL']",['INFO'],['MEDICAL'],['INFO']
2273,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2274,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2275,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL']","['INDUSTRIAL', 'MEDICAL']",['INDUSTRIAL'],"['INDUSTRIAL', 'MEDICAL']"
2276,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2277,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2278,WIKIPEDIA,['INFO'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2279,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2280,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2281,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
2282,PUBMED,['INFO'],['INFO'],['INFO'],['ENDOGENOUS']
2283,WIKIPEDIA,['MEDICAL'],['INDUSTRIAL'],['INFO'],['INFO']
2284,PUBMED,['MEDICAL'],['INDUSTRIAL'],['MEDICAL'],['INFO']
2285,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL', 'PERSONAL CARE']",['ENDOGENOUS'],['ENDOGENOUS'],['INFO']
2286,WIKIPEDIA,['ENDOGENOUS'],['ENDOGENOUS'],['ENDOGENOUS'],"['ENDOGENOUS', 'PERSONAL CARE']"
2287,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2288,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
2289,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2290,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],"['MEDICAL', 'FOOD']"
2291,WIKIPEDIA,"['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']"
2292,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2293,WIKIPEDIA,"['FOOD', 'PERSONAL CARE', 'MEDICAL']","['FOOD', 'MEDICAL']","['FOOD', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'MEDICAL']"
2294,WIKIPEDIA,"['MEDICAL', 'ENDOGENOUS', 'INDUSTRIAL']","['MEDICAL', 'ENDOGENOUS']","['MEDICAL', 'ENDOGENOUS', 'INDUSTRIAL']",['INFO']
2295,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2296,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2297,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2298,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2299,PUBMED,['MEDICAL'],['INFO'],['INFO'],['INFO']
2300,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2301,WIKIPEDIA,"['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE', 'FOOD']","['INDUSTRIAL', 'PERSONAL CARE']","['PERSONAL CARE', 'INDUSTRIAL']"
2302,WIKIPEDIA,"['FOOD', 'INDUSTRIAL', 'MEDICAL']",['FOOD'],"['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']"
2303,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2304,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL', 'INDUSTRIAL']",['INFO'],"['ENDOGENOUS', 'MEDICAL', 'INDUSTRIAL']",['INFO']
2305,WIKIPEDIA,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
2306,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
2307,,['INFO'],['INFO'],['INFO'],['INFO']
2308,WIKIPEDIA,"['FOOD', 'MEDICAL']",['FOOD'],['FOOD'],['INFO']
2309,WIKIPEDIA,"['FOOD', 'MEDICAL']",['FOOD'],['FOOD'],['FOOD']
2310,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2311,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2312,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2313,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2314,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2315,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2316,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2317,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2318,WIKIPEDIA,"['FOOD', 'INFO']",['FOOD'],"['FOOD', 'PERSONAL CARE']",['FOOD']
2319,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2320,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2321,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2322,WIKIPEDIA,"['INDUSTRIAL', 'PERSONAL CARE', 'MEDICAL']","['INDUSTRIAL', 'PERSONAL CARE']","['INDUSTRIAL', 'PERSONAL CARE']","['PERSONAL CARE', 'INDUSTRIAL']"
2323,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
2324,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2325,PUBMED,"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'INDUSTRIAL']",['PERSONAL CARE'],"['MEDICAL', 'PERSONAL CARE']"
2326,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2327,WIKIPEDIA,"['FOOD', 'MEDICAL']",['INFO'],['FOOD'],['INFO']
2328,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2329,WIKIPEDIA,"['PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2330,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2331,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2332,WIKIPEDIA,"['MEDICAL', 'FOOD', 'ENDOGENOUS']",['INFO'],"['MEDICAL', 'FOOD']",['MEDICAL']
2333,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2334,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2335,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2336,WIKIPEDIA,['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
2337,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2338,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2339,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2340,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2341,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2342,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2343,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2344,PUBMED,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2345,WIKIPEDIA,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']"
2346,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2347,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2348,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']"
2349,PUBMED,['INFO'],"['ENDOGENOUS', 'FOOD', 'PERSONAL CARE']","['MEDICAL', 'FOOD']",['INFO']
2350,WIKIPEDIA,"['ENDOGENOUS', 'FOOD', 'MEDICAL']",['MEDICAL'],"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'MEDICAL', 'PERSONAL CARE']"
2351,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
2352,WIKIPEDIA,"['FOOD', 'MEDICAL']",['INFO'],['FOOD'],['INFO']
2353,WIKIPEDIA,"['MEDICAL', 'FOOD', 'ENDOGENOUS']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD', 'PERSONAL CARE']"
2354,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2355,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2356,WIKIPEDIA,"['INDUSTRIAL', 'MEDICAL']",['INFO'],"['INDUSTRIAL', 'PERSONAL CARE', 'MEDICAL']","['MEDICAL', 'PERSONAL CARE']"
2357,PUBMED,['INFO'],['ENDOGENOUS'],['INFO'],['ENDOGENOUS']
2358,PUBMED,"['MEDICAL', 'ENDOGENOUS']","['ENDOGENOUS', 'MEDICAL']",['MEDICAL'],['INFO']
2359,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2360,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2361,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2362,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2363,WIKIPEDIA,"['MEDICAL', 'ENDOGENOUS']","['ENDOGENOUS', 'MEDICAL', 'FOOD']","['ENDOGENOUS', 'MEDICAL', 'FOOD']","['ENDOGENOUS', 'MEDICAL']"
2364,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2365,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2366,WIKIPEDIA,['INFO'],['INFO'],['MEDICAL'],['MEDICAL']
2367,WIKIPEDIA,"['PERSONAL CARE', 'MEDICAL']",['PERSONAL CARE'],['PERSONAL CARE'],"['PERSONAL CARE', 'MEDICAL']"
2368,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2369,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2370,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2371,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
2372,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2373,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2374,WIKIPEDIA,"['FOOD', 'MEDICAL', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']","['MEDICAL', 'FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['MEDICAL', 'FOOD', 'PERSONAL CARE']"
2375,WIKIPEDIA,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
2376,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2377,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2378,WIKIPEDIA,['INFO'],['INFO'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL']
2379,WIKIPEDIA,"['FOOD', 'INFO']",['INFO'],"['FOOD', 'PERSONAL CARE']",['INFO']
2380,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2381,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2382,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2383,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2384,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2385,PUBMED,"['MEDICAL', 'FOOD']",['INFO'],['MEDICAL'],['INFO']
2386,WIKIPEDIA,"['FOOD', 'INDUSTRIAL', 'MEDICAL']",['MEDICAL'],"['MEDICAL', 'FOOD', 'INDUSTRIAL']",['INFO']
2387,WIKIPEDIA,"['PERSONAL CARE', 'MEDICAL']","['PERSONAL CARE', 'INDUSTRIAL']",['PERSONAL CARE'],['INFO']
2388,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2389,WIKIPEDIA,['INFO'],['INFO'],['INFO'],['INFO']
2390,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2391,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2392,WIKIPEDIA,"['PERSONAL CARE', 'FOOD']","['PERSONAL CARE', 'FOOD']",['PERSONAL CARE'],['PERSONAL CARE']
2393,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2394,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2395,WIKIPEDIA,"['PERSONAL CARE', 'MEDICAL']","['PERSONAL CARE', 'INDUSTRIAL']","['PERSONAL CARE', 'INDUSTRIAL']",['PERSONAL CARE']
2396,WIKIPEDIA,['INFO'],"['ENDOGENOUS', 'FOOD']",['INFO'],['INFO']
2397,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2398,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2399,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2400,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2401,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2402,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2403,WIKIPEDIA,"['MEDICAL', 'FOOD']",['INFO'],"['MEDICAL', 'FOOD', 'PERSONAL CARE']",['INFO']
2404,WIKIPEDIA,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL']
2405,PUBMED,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2406,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2407,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2408,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2409,WIKIPEDIA,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']",['MEDICAL']
2410,WIKIPEDIA,['MEDICAL'],['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
2411,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2412,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2413,WIKIPEDIA,"['MEDICAL', 'FOOD', 'ENDOGENOUS']",['FOOD'],"['FOOD', 'ENDOGENOUS', 'MEDICAL']","['FOOD', 'PERSONAL CARE']"
2414,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2415,WIKIPEDIA,"['FOOD', 'INDUSTRIAL', 'MEDICAL', 'PERSONAL CARE']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'PERSONAL CARE', 'MEDICAL', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']"
2416,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2417,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2418,WIKIPEDIA,"['FOOD', 'MEDICAL', 'ENDOGENOUS']",['INFO'],"['FOOD', 'ENDOGENOUS', 'PERSONAL CARE']",['INFO']
2419,WIKIPEDIA,"['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD', 'MEDICAL']","['ENDOGENOUS', 'FOOD', 'PERSONAL CARE', 'MEDICAL']"
2420,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2421,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2422,PUBMED,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2423,PUBMED,['INFO'],['MEDICAL'],['INFO'],['INFO']
2424,WIKIPEDIA,"['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL', 'PERSONAL CARE']","['FOOD', 'INDUSTRIAL']"
2425,PUBMED,"['INDUSTRIAL', 'MEDICAL']","['MEDICAL', 'INDUSTRIAL']",['INDUSTRIAL'],['INFO']
2426,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2427,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2428,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2429,WIKIPEDIA,"['ENDOGENOUS', 'MEDICAL']","['ENDOGENOUS', 'MEDICAL']",['ENDOGENOUS'],['ENDOGENOUS']
2430,PUBMED,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
2431,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2432,PUBMED,"['MEDICAL', 'PERSONAL CARE']","['PERSONAL CARE', 'MEDICAL']","['MEDICAL', 'PERSONAL CARE']",['PERSONAL CARE']
2433,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
2434,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
2435,WIKIPEDIA,"['FOOD', 'INDUSTRIAL']","['FOOD', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE', 'INDUSTRIAL']","['FOOD', 'PERSONAL CARE']"
2436,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
2437,WIKIPEDIA,"['ENDOGENOUS', 'FOOD', 'MEDICAL']",['ENDOGENOUS'],"['ENDOGENOUS', 'FOOD']","['ENDOGENOUS', 'FOOD']"
2438,WIKIPEDIA,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
2439,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2440,PUBMED,['INFO'],['INFO'],['INFO'],['INFO']
2441,WIKIPEDIA,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
2442,WIKIPEDIA,"['FOOD', 'MEDICAL']","['FOOD', 'PERSONAL CARE']",['FOOD'],['FOOD']
2443,WIKIPEDIA,"['MEDICAL', 'FOOD']","['MEDICAL', 'FOOD']",['INFO'],['INFO']
2444,WIKIPEDIA,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'FOOD']",['INFO']
